"X","ID","ID1","LATITUD","LONGITUD","COS_0.30","DA_0.30","COSkgm2","DEM","AnalyticalHillshading","Slope","Aspect","CrossSectionalCurvature","LongitudinalCurvature","CovergenceIndex","ClosedDepressions","FlowAccumulation","TopographicWetnessIndex","LSFactor","ChannelNetworkBaseLevel","VerticalDistanceToChannelNetwork","ValleyDepth","RelativeSlopePosition","DEMSRE3a","etmnts3a","evmmod3a","evsmod3a","g01igb3a","g02esa3a","g02igb3a","g03esa3a","g04esa3a","g04igb3a","g05esa3a","g06esa3a","g07esa3a","g10igb3a","g11esa3a","g11igb3a","g12igb3a","g13esa3a","g18esa3a","g21esa3a","gacgem3a","gachws3a","garhws3a","gchhws3a","gcmhws3a","geaisg3a","gflhws3a","gfrhws3a","gglhws3a","glcesa3a","glcjrc3a","glphws3a","glvhws3a","glwwwf3a","glxhws3a","gnthws3a","gplhws3a","grghws3a","gschws3a","gsnhws3a","gsthws3a","gvrhws3a","iflgre3a","inmsre3a","inssre3a","l02igb3a","l03igb3a","l04igb3a","l05igb3a","l06igb3a","l07igb3a","l08igb3a","l09igb3a","l10igb3a","l11igb3a","l12igb3a","l13igb3a","l14igb3a","l3pobi3b","lammod3a","lasmod3a","opisre3a","px1wcl3a","px2wcl3a","px3wcl3a","px4wcl3a","SLPSRT3a","smkisr3a","tdhmod3a","tdlmod3a","tdmmod3a","tdsmod3a","tnhmod3a","tnlmod3a","tnmmod3a","tnsmod3a","twisre3a","tx1mod3a","tx2mod3a","tx3mod3a","tx4mod3a","tx5mod3a","tx6mod3a","wmkmod3a"
1339,"Pri-1661","Pri-1661",-23.9236,-54.5536,25.1,1.3603656,10.24355297,287.9443906,2.013995647,1.570359349,3.275253057,-73937.5625,-56266.25,-15.54336357,6.37e-06,0.000126319,-12.7165184,3.447469234,259.9927063,27.95169067,163.2185059,0.146213636,293,8010,4117,986,10,100,10,0,0,10,0,0,0,10,0,10,10,0,0,0,492,20,45,0,20,14,0,0,15,14,16,0,0,0,0,0,0,0,0,0,0,0,0,34,20.86367607,0,0,0,0,0,0,0,0,100,0,0,0,0,7,18,7,1559,173,128,109,127,6,1,40,12,28,5,24,3,16,5,108,32,28,25,23,28,32,0
2762,"Pri-538","Pri-538",-22.8204,-57.4643,7.8,1.5393168,3.602001312,138.3055412,1.439296126,1.568905473,4.113023281,18516.4707,18227.52344,3.601512671,8.04e-07,0.000102998,-11.38706589,3.355323315,117.5945587,20.71098328,101.7772827,0.169085443,140,6836,4525,937,8,0,8,0,0,8,75,25,0,8,0,8,8,0,0,0,437,0,0,0,0,48,0,0,20,40,13,0,0,0,0,0,0,80,0,0,0,0,0,34,20.7685051,0,0,0,0,0,0,100,0,0,0,0,0,0,7,23,10,1569,165,130,73,81,1,1,34,13,27,5,27,10,20,4,128,29,28,24,23,30,30,0
803,"Pri-1168","Pri-1168",-21.7187,-62.2382,7.8,1.5393168,3.602001312,265.2500041,1.233965278,1.564209819,0.300917864,3475.375,4665.054688,3.854963064,-4.09e-06,0.000140786,-9.638295174,3.708675623,257.6370239,7.612976074,2.892852783,0.724643052,265,1713,3127,952,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,723,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,1,34,20.99420357,0,0,100,0,0,0,0,0,0,0,0,0,0,7,14,10,1570,78,74,11,15,0,1,39,16,30,6,30,5,21,5,146,33,30,24,25,32,36,0
2947,"Pri-704","Pri-704",-19.7138,-60.8553,7.8,1.5393168,3.602001312,240.2500053,1.778974891,1.567190886,1.08295846,-9481.466797,-7043.289551,-4.469446182,-5.26e-06,0.000729677,-8.595523834,5.153966904,228.9113312,11.33866882,18.2086792,0.38374573,240,2167,3480,930,4,0,4,0,0,4,0,100,0,8,0,8,4,0,0,0,667,0,0,0,70,72,0,0,0,50,14,0,0,0,0,0,0,15,0,15,0,0,0,34,20.99420357,0,0,60,0,0,0,40,0,0,0,0,0,0,7,16,11,1569,73,67,20,27,1,1,38,18,30,4,28,13,22,3,135,32,28,27,27,34,33,0
276,"Ori-150","Ori-150",-25.436111,-55.908056,3.282222641,1.586048689,1.561729475,282.4999703,0.797714412,1.570321918,5.656131744,3518.343994,-25094.61328,1.57292223,-8.44e-07,0.000101908,-12.59218502,3.476650715,239.7388458,42.76112366,115.8493652,0.269598335,286,7061,3936,700,9,0,9,0,75,14,0,0,0,9,0,9,9,25,0,0,188,50,0,0,0,14,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,34,21.03616714,0,0,0,0,0,0,0,80,0,0,0,0,20,7,15,6,1561,158,136,117,118,5,1,37,13,27,5,22,3,16,4,112,32,28,24,21,27,31,0
2913,"Pri-674","Pri-674",-19.5798,-60.0969,7.8,1.5393168,3.602001312,198.5277869,1.95394516,1.568860888,1.343029141,1136.093628,354.0918884,0.305360913,-6.76e-07,0.000645582,-9.340086937,5.029309273,163.7960663,34.73171997,16.60345459,0.676567674,198,6519,4523,1539,4,0,4,0,0,8,100,0,0,8,0,8,8,0,0,0,627,0,30,0,15,76,0,0,0,40,12,0,0,0,0,0,0,40,0,15,0,0,1,34,20.91435432,0,0,40,0,0,0,60,0,0,0,0,0,0,7,20,16,1569,99,96,25,39,1,1,36,21,28,5,27,15,21,3,135,29,26,25,27,32,31,0
2336,"Pri-2679","Pri-2679",-19.5964,-60.5442,9,1.526904,4.1226408,210.1666696,1.783402085,1.563302398,1.090388536,-5174.022461,-12122.41309,-23.83444786,2.16e-06,0.00466468,-6.008687496,7.469089985,206.9144135,3.252258301,33.32269287,0.08892037,210,2723,3849,940,8,0,8,0,0,4,100,0,0,4,0,4,4,0,0,0,602,0,0,0,70,72,0,0,0,40,12,0,0,0,0,0,0,15,0,15,0,0,0,34,20.92868614,0,0,60,0,0,0,40,0,0,0,0,0,0,7,21,14,1569,85,79,22,32,0,1,39,22,30,4,28,13,22,3,136,32,27,27,27,33,33,0
2223,"Pri-2546","Pri-2546",-23.4631,-60.815,20.67803573,1.406106398,8.722655503,156.3333301,1.865652561,1.564190269,3.501655817,-2930.039551,-2638.270996,-8.704910278,-1.8e-06,0.014423269,-5.194200516,9.015097618,155.2546082,1.078720093,36.4743042,0.028725252,157,4347,4045,606,9,0,9,75,25,4,0,0,0,12,0,4,4,0,0,0,480,0,0,0,20,72,15,0,0,20,2,0,0,4,0,0,0,15,0,50,0,0,0,34,20.82840157,0,0,40,0,0,0,0,40,0,0,20,0,0,4,20,8,1570,78,73,20,25,0,1,36,16,27,5,25,4,19,4,139,33,30,25,23,30,35,0
479,"Ori-332","Ori-332",-26.779444,-55.119167,14.51819619,1.469823779,6.401756995,211.8333967,2.319868803,1.570297956,2.083866358,-63948.82031,-36050.5,-7.614522934,-7.41e-06,0.000152045,-12.33103466,3.627140999,132.4785309,79.3548584,99.15353394,0.444544137,219,8266,4263,948,14,25,14,25,0,14,0,50,0,12,0,12,14,0,0,0,317,0,0,0,0,37,0,15,0,50,16,15,0,0,0,70,0,0,0,0,0,0,0,34,20.86965561,0,0,0,0,0,0,0,0,0,0,40,0,60,7,20,9,1562,137,129,125,121,5,1,43,14,27,6,23,3,15,5,109,33,29,24,19,25,33,0
2483,"Pri-2844","Pri-2844",-22.9522,-60.395,10,1.51656,4.54968,150.6944449,1.756748319,1.538124681,1.058419943,6262.141602,1683.171143,17.44121933,-2.15e-06,0.00010306,-8.753866196,3.210830927,146.9150543,3.779388428,32.91467285,0.102997281,151,1974,3686,655,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,959,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.77902603,0,0,100,0,0,0,0,0,0,0,0,0,0,4,20,12,1570,83,77,23,29,0,1,36,16,29,5,29,4,20,5,140,32,29,24,23,30,32,0
346,"Ori-212","Ori-212",-25.594722,-56.2675,7.82382027,1.539070403,3.612423065,156.3055452,0.809284329,1.570086241,5.718902588,40126.14063,-3408.075195,19.81958199,-3.18e-06,0.000158514,-11.74709702,3.797806501,149.1721497,7.133392334,251.1322327,0.027620371,152,8397,4696,557,10,0,14,0,100,14,0,0,0,12,0,12,12,0,0,0,171,50,0,0,0,59,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,34,20.80093956,0,0,0,0,0,0,0,0,20,0,40,0,40,7,23,7,1563,152,137,103,119,4,1,37,13,27,5,24,4,16,5,126,32,28,24,21,26,30,0
3136,"Pri-879","Pri-879",-20.2565,-60.2534,7.8,1.5393168,3.602001312,169.1944254,2.333241463,1.570135236,2.141074419,-10047.94141,-80462.26563,-0.438580573,2.09e-06,0.000918904,-10.06125546,5.397257328,162.4444885,6.749938965,150.7872314,0.042846642,165,4412,3841,1081,4,0,4,0,0,8,100,0,0,4,0,4,4,0,0,0,948,0,0,0,70,72,0,0,0,40,18,0,0,0,0,0,0,15,0,15,0,0,1,34,20.80928802,0,0,80,0,0,0,20,0,0,0,0,0,0,4,18,11,1558,85,82,22,33,4,1,37,21,30,4,26,6,21,4,133,32,28,27,28,33,33,0
427,"Ori-286","Ori-286",-26.830278,-55.148056,20.18051387,1.411252765,8.543941797,205.6111915,2.116672754,1.570368052,1.610063314,117884.3828,96047.55469,11.21403503,-7.38e-07,9.11e-05,-13.06294155,3.229666471,126.0203629,79.59082794,105.8850708,0.429116815,210,8451,4371,885,9,0,9,75,0,8,25,0,0,2,0,14,2,0,0,0,402,0,0,0,0,37,0,15,0,20,1,15,0,0,0,70,0,0,0,0,0,0,0,34,20.88379288,20,0,0,0,0,0,20,40,0,0,0,0,20,7,20,8,1565,134,127,125,120,6,1,43,13,26,6,23,3,16,5,111,32,28,23,19,24,32,0
1083,"Pri-1424","Pri-1424",-24.519,-57.649,9.4,1.5227664,4.294201248,75.47221543,1.647289753,1.56616199,3.817541122,8776.148438,7527.782715,30.63889694,-1.69e-06,0.000106549,-10.26847363,3.507701397,72.22812653,3.244087219,138.5831299,0.022873517,75,5831,3935,663,8,0,8,0,0,9,0,75,0,9,0,4,4,25,0,0,775,0,0,0,0,72,0,0,0,130,15,0,25,0,0,0,15,0,0,40,0,20,0,34,20.70670128,0,0,20,0,0,0,40,40,0,0,0,0,0,1,15,6,1570,135,119,67,74,1,1,37,13,26,5,24,5,18,5,139,31,29,24,21,27,29,0
983,"Pri-1331","Pri-1331",-23.4469,-59.3677,7.8,1.5393168,3.602001312,116.0277775,2.137267828,1.511165023,3.041921377,3614.876953,2007.046875,14.0048542,1.15e-06,0.000140388,-7.204731941,3.873804569,114.6086502,1.419128418,71.46520996,0.019470965,116,4160,3385,586,8,0,8,0,0,9,0,100,0,10,0,10,10,0,0,0,402,0,0,0,0,72,0,0,0,50,2,0,25,4,0,0,15,0,0,40,0,20,0,34,20.73390007,0,0,0,0,0,0,40,20,40,0,0,0,0,4,12,5,1570,100,106,40,48,0,1,39,17,29,5,25,3,19,5,139,32,29,25,23,31,32,0
2817,"Pri-588","Pri-588",-23.9197,-55.6012,7.8,1.5393168,3.602001312,188.4166847,1.046692848,1.568950176,6.282963753,-57249.76953,-103439.7813,-32.74444962,2.501009464,0.01344099,-5.123458862,11.79947281,182.254715,8.662979126,223.9815063,0.037236985,182,12914,4659,683,2,0,2,0,0,2,100,0,0,2,0,2,2,0,0,0,241,20,45,0,20,82,0,0,15,40,1,0,0,0,0,0,0,0,0,0,0,0,0,34,20.83326721,100,0,0,0,0,0,0,0,0,0,0,0,0,7,53,13,1558,169,143,96,121,2,1,36,16,27,4,24,1,17,5,114,30,27,24,22,26,29,0
366,"Ori-230","Ori-230",-25.689722,-56.226944,8.02928967,1.536945028,3.70217305,169.0277888,1.345027566,1.569384098,0.463648766,13057.28223,-2215.094727,2.468312979,-2.59e-06,0.000418348,-9.395942688,5.297027111,147.4259491,21.60183716,274.2995605,0.073003501,163,8664,4684,496,9,0,9,100,0,9,0,0,0,9,0,9,9,0,0,0,211,50,0,0,0,59,0,0,15,20,13,0,0,0,35,0,0,0,0,0,0,0,0,34,20.82586098,0,0,0,0,0,0,0,100,0,0,0,0,0,7,22,8,1561,151,138,103,121,2,1,39,13,27,5,24,5,16,5,126,33,28,24,21,26,30,0
1999,"Pri-2291","Pri-2291",-23.8881,-59.4639,10,1.51656,4.54968,112.0277781,1.241989017,1.532867074,0.321761549,-1042.36499,-1300.359619,-6.8770504,5.72e-07,0.000780514,-6.174418449,5.219022274,111.8965073,0.131271362,78.87030029,0.00166163,112,3849,3603,927,7,0,7,0,100,7,0,0,0,10,0,10,9,0,0,0,1166,0,0,0,0,72,0,0,0,30,15,0,25,4,0,0,15,0,0,40,0,20,0,34,20.73390007,0,0,0,0,0,60,0,0,40,0,0,0,0,4,10,6,1570,98,106,42,49,0,1,44,21,33,6,26,3,18,5,139,38,34,30,25,35,35,0
2764,"Pri-54","Pri-54",-25.6364,-54.7419,15.72808357,1.457308704,6.876201922,233.138904,1.640285492,1.568976521,0.884207189,-46405.33203,-214.4929047,-13.52887821,-3.2e-06,7.67e-05,-11.93716526,3.028865576,186.7937622,46.34513855,131.8087158,0.260141104,237,5140,3986,1365,12,0,14,0,0,14,0,0,0,12,0,12,12,100,0,0,367,0,0,0,0,37,0,15,0,130,13,15,0,0,0,70,0,0,0,0,0,0,0,34,20.99420357,0,0,0,0,0,0,0,0,0,0,60,0,40,7,22,18,1568,157,141,121,130,1,1,38,11,28,6,22,2,16,4,114,31,31,26,20,27,34,0
773,"Pri-1140","Pri-1140",-21.8514,-61.5151,7.8,1.5393168,3.602001312,214.7777745,2.083421469,1.561422825,3.157221079,5696.797363,-2198.311035,13.19613361,-3.47e-06,8.63e-05,-9.68533802,3.423493862,212.9551544,1.822616577,6.073425293,0.230826616,215,1535,2957,874,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,908,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,1,34,20.93103409,0,0,100,0,0,0,0,0,0,0,0,0,0,7,11,6,1570,84,82,19,19,0,1,41,20,32,6,27,3,20,5,144,35,31,24,26,34,37,0
3022,"Pri-774","Pri-774",-20.0854,-59.6894,7.8,1.5393168,3.602001312,132.3333377,1.468992591,1.561565876,0.643506169,-1147.096436,1559.74292,-2.929295778,5.85e-06,9.24e-05,-9.910455704,3.282862902,130.9351349,1.398208618,34.09362793,0.039395217,133,5867,4121,1050,4,0,4,0,0,4,100,0,0,4,0,4,4,0,0,0,1112,0,0,0,0,72,0,0,0,40,1,0,30,0,0,0,15,0,0,55,0,0,0,34,20.73390007,0,0,100,0,0,0,0,0,0,0,0,0,0,4,24,14,1570,102,101,25,41,0,1,37,21,29,4,28,12,21,3,140,30,27,25,27,32,32,0
600,"Ori-84","Ori-84",-25.471667,-56.155556,2.501534375,1.594124128,1.196326891,234.2499669,0.811895549,1.570282578,5.264996052,-49256.54297,-32177.19727,-4.769803047,2.57e-06,0.00011026,-12.62198448,3.40136528,175.0606384,59.18933105,158.3153381,0.272128999,244,7993,4559,541,9,0,9,0,100,14,0,0,0,10,0,12,12,0,0,0,192,50,0,0,0,82,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,34,20.97613144,0,0,0,0,0,0,0,40,20,0,20,0,20,7,22,6,1563,153,134,109,116,5,1,38,14,27,5,23,3,17,5,119,31,28,24,21,26,30,0
1928,"Pri-2213","Pri-2213",-21.6906,-60.3961,15,1.46484,6.59178,155.8611119,2.132814646,1.547714591,1.647806525,-3974.081299,-1210.147339,-19.93369102,0.44786337,0.227353871,0.230855346,20.76669502,156.3089752,0,12.5012207,0,155,1793,3372,789,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1766,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.80910683,0,0,100,0,0,0,0,0,0,0,0,0,0,4,16,10,1570,97,87,24,31,0,1,42,19,31,5,27,11,21,4,142,33,28,25,27,33,35,0
2367,"Pri-2709","Pri-2709",-20.5744,-60.8739,10,1.51656,4.54968,202.7500026,1.991908312,1.564148664,1.403830647,1351.217407,-1240.47522,1.341192365,-2.61e-06,0.000750884,-7.955042839,5.183477879,200.9384613,1.811538696,1.39465332,0.565012515,203,2252,3744,851,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,805,0,15,0,40,72,0,0,0,50,12,0,0,0,0,0,0,30,0,15,0,0,1,34,20.89269638,0,0,100,0,0,0,0,0,0,0,0,0,0,7,21,15,1570,72,71,21,25,0,1,38,15,29,5,29,3,20,5,140,32,28,26,25,32,34,0
1576,"Pri-1882","Pri-1882",-21.7305,-60.8032,7.8,1.5393168,3.602001312,175.6388904,1.777455211,1.555201292,1.083896399,-10180.85059,-3381.112793,-21.10515404,-4.93e-06,0.210688666,-0.237456441,20.45676231,175.6388855,0,7.568786621,0,175,4335,3316,935,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,818,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,1,34,20.85104561,0,0,100,0,0,0,0,0,0,0,0,0,0,7,12,6,1569,96,89,24,27,0,1,41,19,31,6,30,11,21,4,143,34,30,25,25,33,36,0
627,"Pri-1009","Pri-1009",-20.4782,-61.5335,7.8,1.5393168,3.602001312,287.0277737,2.332055569,1.567634225,2.138337374,4351.895508,1854.94043,3.382902145,-2.72e-06,0.000127134,-10.66231728,3.499610186,280.6829224,6.344848633,0.20199585,0.969146073,287,1921,3459,1095,8,0,4,0,0,4,25,75,0,4,0,4,4,0,0,0,986,0,15,0,40,72,0,0,0,40,2,0,0,0,0,0,0,30,0,15,0,0,1,34,20.95689392,0,0,80,0,0,0,20,0,0,0,0,0,0,7,18,13,1570,64,67,18,18,1,1,40,17,30,6,28,0,20,5,140,32,28,27,27,34,34,0
1444,"Pri-1758","Pri-1758",-26.7386,-55.6127,21.2,1.4007072,8.908497792,202.1110988,2.117804289,1.570066094,3.10019803,-77726.54688,-20895.52734,-10.35897255,4.28e-07,0.004856015,-7.603845596,8.649301529,158.9932098,43.1178894,123.3103027,0.259078026,192,8770,4245,1274,14,0,14,100,0,8,0,0,0,9,0,9,9,0,0,0,583,0,0,0,0,37,0,15,0,20,17,15,0,0,0,70,0,0,0,0,0,0,0,34,20.84542274,0,0,0,0,0,0,20,40,0,0,0,0,40,7,21,13,1559,153,146,132,137,3,1,39,11,27,6,23,2,15,5,114,31,29,25,19,24,32,0
684,"Pri-1060","Pri-1060",-21.572,-62.2827,7.8,1.5393168,3.602001312,270.8333345,2.003303289,1.561939478,1.422640085,-865.7149048,-2141.902344,-0.781087279,9.04e-06,0.000690235,-8.009207726,4.841543674,264.8215637,6.011779785,8.362945557,0.418218762,271,1493,2735,910,4,0,4,0,0,4,0,100,0,7,0,10,7,0,0,0,567,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.95689392,0,0,60,0,0,20,0,0,20,0,0,0,0,7,11,8,1570,75,72,11,15,0,1,48,19,34,7,30,4,21,5,147,36,31,26,26,34,39,0
2634,"Pri-420","Pri-420",-26.5513,-56.2103,7.8,1.5393168,3.602001312,132.0555369,1.276384354,1.569698572,4.349552631,-10160.10449,-20571.51172,-1.299497008,5.09e-06,0.000133538,-11.6711483,3.534195423,95.35620117,36.69934082,144.8715515,0.202121273,131,9127,4760,567,14,0,14,25,50,9,25,0,0,9,0,9,10,0,0,0,252,15,0,0,0,82,0,0,40,30,16,0,0,0,15,0,30,0,0,0,0,0,0,34,20.73224831,0,0,0,0,0,0,0,60,0,0,0,0,40,7,24,8,1566,126,142,108,114,2,1,39,14,27,5,25,2,17,5,132,32,29,23,20,25,30,0
2332,"Pri-2675","Pri-2675",-19.5967,-60.7772,9,1.526904,4.1226408,232.4166682,2.087239981,1.564674258,1.560595155,-2812.339844,-884.3399048,-3.342264175,3.5e-06,0.016865551,-4.579059601,10.35170078,231.2846069,1.132064819,27.77416992,0.039163344,232,6230,3492,758,8,0,8,0,0,8,0,100,0,4,0,4,4,0,0,0,713,0,0,0,70,72,0,0,0,50,12,0,0,0,0,0,0,15,0,15,0,0,1,34,20.97979355,0,0,40,0,0,0,60,0,0,0,0,0,0,7,14,6,1570,78,71,21,29,0,1,37,23,30,4,27,14,21,3,136,31,27,27,28,33,32,0
1534,"Pri-1844","Pri-1844",-22.4089,-61.1736,9.4,1.5227664,4.294201248,189.166667,2.178215981,1.554790497,1.731550455,-1424.897461,-1226.762695,-3.110185385,4.74e-06,0.00168444,-5.921773434,6.528913975,188.8805084,0.28616333,3.358764648,0.078510009,189,1798,3430,833,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1257,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.85974693,0,0,100,0,0,0,0,0,0,0,0,0,0,7,18,12,1570,89,85,18,22,0,1,35,16,29,5,27,4,20,5,143,32,29,24,24,31,33,0
970,"Pri-132","Pri-132",-26.8469,-57.4683,8.142517079,1.535773803,3.751519327,69.13888853,1.866621017,1.549960494,3.496299267,-4402.032715,-4094.793701,-9.270148277,-3.03e-06,0.000491728,-7.235828876,4.761476517,66.96414948,2.174736023,154.7932739,0.013854645,69,4930,3060,720,11,0,11,0,0,8,0,0,0,8,0,10,4,0,100,0,310,0,0,0,0,72,0,0,40,180,2,0,0,0,15,0,30,15,0,0,0,0,0,34,20.70670128,0,0,0,0,0,0,40,0,20,40,0,0,0,1,14,6,1570,135,132,82,90,0,1,44,12,27,7,24,4,16,5,144,34,29,22,20,24,29,0
766,"Pri-1134","Pri-1134",-21.4205,-61.8955,7.8,1.5393168,3.602001312,253.1666611,1.999836683,1.56616509,3.296589851,1695.528809,-123.6050034,1.806042194,-4.6e-06,0.004099226,-6.619189739,7.278694153,251.8991547,1.267501831,11.70385742,0.097715423,253,1822,3669,1002,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1258,0,45,0,0,72,0,0,0,50,2,0,0,0,0,0,25,30,0,0,0,0,0,34,20.95689392,0,0,100,0,0,0,0,0,0,0,0,0,0,7,18,12,1570,73,72,15,16,0,1,43,19,31,7,26,5,20,5,146,34,29,25,25,33,36,0
1422,"Pri-1737","Pri-1737",-26.3932,-54.7945,25.9,1.3520904,10.50574241,266.1667528,1.851593733,1.570401311,1.188211799,39607.44531,54654.37109,3.117187977,-4.74e-06,9.63e-05,-13.08859921,3.265508652,160.2462616,105.9204865,87.84143066,0.546652734,273,10930,4215,1175,12,0,12,50,0,12,0,0,0,12,0,12,12,50,0,0,663,0,0,0,0,37,0,15,0,130,1,15,0,0,0,70,0,0,0,0,0,0,0,34,21.10245895,0,0,0,0,0,0,0,0,0,0,100,0,0,7,39,18,1565,144,149,129,117,6,1,35,13,27,5,22,3,16,5,108,31,29,23,20,25,33,0
222,"Ori-101","Ori-101",-25.513333,-56.112778,2.644175523,1.592648648,1.263372772,301.9166204,1.681769967,1.570248961,3.769586325,-43675.44531,-1594.379883,-2.763829708,5.57e-06,9.41e-05,-12.71699715,3.295301914,181.232132,120.684494,100.8629761,0.54473424,305,6452,3834,653,9,0,9,0,100,10,0,0,0,9,0,9,9,0,0,0,242,50,0,0,0,82,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,35,20.89803314,0,0,0,0,0,0,0,80,20,0,0,0,0,7,17,6,1568,153,136,113,117,5,1,40,13,28,5,23,4,17,5,115,32,28,24,21,26,31,0
739,"Pri-111","Pri-111",-25.7444,-54.6478,11.52772303,1.500757233,5.190094117,173.0278795,2.05649519,1.570431471,1.506594539,7985.261719,-28510.79883,5.61800909,-1.73e-06,0.000399308,-11.14251995,4.896477222,148.5283661,24.49951172,190.7274475,0.113831058,177,12482,4489,973,2,0,2,50,0,9,0,50,0,14,0,8,14,0,0,0,133,0,0,0,0,37,0,15,0,50,1,15,0,0,0,70,0,0,0,0,0,0,0,34,20.81384087,40,0,0,0,0,0,20,20,0,0,0,0,20,7,48,16,1557,153,146,127,132,7,1,37,16,27,5,23,3,16,5,110,31,29,23,20,26,31,0
1396,"Pri-1712","Pri-1712",-26.3885,-54.8688,14.1,1.4741496,6.235652808,229.3889146,2.244267941,1.56983161,2.846283197,-40927.53516,-64538.14063,-6.704833031,1.45e-06,0.001161471,-9.102478027,6.062106133,188.0437317,41.34518433,128.9441223,0.242793784,229,10538,4249,1288,14,0,14,25,25,12,0,0,0,12,0,12,12,50,0,0,894,0,0,0,0,37,0,15,0,130,1,15,0,0,0,70,0,0,0,0,0,0,0,34,20.94501686,0,0,0,0,0,0,0,0,0,0,60,0,40,7,39,20,1561,145,148,127,117,3,1,35,8,26,6,22,2,15,5,114,31,29,24,19,24,32,0
2706,"Pri-486","Pri-486",-24.204,-56.0366,7.8,1.5393168,3.602001312,218.5555516,2.255120754,1.569071412,2.8198452,-34453.71094,33961.08594,-7.835967064,5.61e-06,6.94e-05,-12.37801552,2.803107977,127.7793884,90.77616882,88.98556519,0.504980505,226,10684,5081,1004,14,100,10,0,0,14,0,0,0,10,0,10,10,0,0,0,592,20,45,0,20,59,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,34,20.98333931,0,0,0,0,0,0,0,0,60,0,0,0,40,7,26,12,1567,153,124,97,112,1,1,38,13,27,5,22,2,17,4,114,31,28,24,21,27,30,0
3266,"Pri-998","Pri-998",-21.0965,-60.0226,7.8,1.5393168,3.602001312,135.1666676,1.567046404,1.549586415,0.785398185,-166.0148163,-3061.328857,-1.502486467,4.15e-06,0.000303832,-7.699481487,4.324329376,134.7356415,0.431030273,17.71435547,0.023754263,135,1608,3196,864,4,0,4,0,0,4,0,100,0,10,0,10,10,0,0,0,2082,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.75672531,0,0,60,0,0,0,0,0,40,0,0,0,0,4,13,8,1570,91,84,24,34,0,1,46,16,33,6,29,8,22,4,141,35,29,28,28,35,37,0
129,"Oci-220","Oci-220",-19.611667,-59.549444,3.396267458,1.584869009,1.614791712,121.9166673,2.19380784,1.563779712,1.759016275,-5659.283203,-5981.830078,-6.752217293,-3.19e-06,0.005178651,-5.969976902,7.626909733,121.9166641,0,57.37982178,0,122,8166,4887,1300,8,0,8,0,0,8,100,0,0,8,0,8,8,0,0,0,663,0,30,0,15,72,0,0,0,40,18,0,0,0,0,0,0,40,0,15,0,0,0,34,20.73390007,0,0,0,0,0,0,100,0,0,0,0,0,0,4,26,16,1569,116,119,26,45,0,1,36,21,29,4,25,13,20,3,140,30,26,25,27,34,32,0
2356,"Pri-2699","Pri-2699",-24.5733,-58.1714,9,1.526904,4.1226408,81.72222483,2.258094549,1.559202313,1.905516148,1940.016846,3727.829834,1.771664023,0.223224998,0.010429196,-3.539728642,11.21474838,81.87692261,0.068527222,122.6917114,0.00055822,81,8874,4101,719,8,0,8,100,0,8,0,0,0,4,0,8,4,0,0,0,253,0,0,0,0,72,0,0,0,20,15,0,25,0,0,0,15,0,0,40,0,20,0,34,20.73298836,0,0,20,0,0,0,80,0,0,0,0,0,0,1,45,15,1570,110,113,59,57,0,1,36,14,27,5,24,4,18,5,139,31,28,23,21,28,31,0
2397,"Pri-2748","Pri-2748",-23.3736,-60.2617,10,1.51656,4.54968,140.3611104,2.242385387,1.55103898,2.84067297,-935.5119629,-976.548584,-1.997341156,4.15e-06,0.0006989,-6.847720146,5.200946808,139.7808228,0.580291748,47.13269043,0.012162135,140,3573,3217,432,14,25,14,0,0,10,0,0,0,4,0,4,4,75,0,0,491,0,15,0,40,72,0,0,0,130,2,0,0,4,0,0,0,30,0,15,0,0,0,34,20.74488258,0,0,40,0,0,0,0,0,20,0,0,0,40,4,10,3,1570,79,76,25,30,0,1,37,15,28,6,27,4,19,5,140,34,29,24,23,30,31,0
