"X","ID","ID1","LATITUD","LONGITUD","COS_0.30","DA_0.30","COSkgm2","DEM","AnalyticalHillshading","Slope","Aspect","CrossSectionalCurvature","LongitudinalCurvature","CovergenceIndex","ClosedDepressions","FlowAccumulation","TopographicWetnessIndex","LSFactor","ChannelNetworkBaseLevel","VerticalDistanceToChannelNetwork","ValleyDepth","RelativeSlopePosition","DEMSRE3a","etmnts3a","evmmod3a","evsmod3a","g01igb3a","g02esa3a","g02igb3a","g03esa3a","g04esa3a","g04igb3a","g05esa3a","g06esa3a","g07esa3a","g10igb3a","g11esa3a","g11igb3a","g12igb3a","g13esa3a","g18esa3a","g21esa3a","gacgem3a","gachws3a","garhws3a","gchhws3a","gcmhws3a","geaisg3a","gflhws3a","gfrhws3a","gglhws3a","glcesa3a","glcjrc3a","glphws3a","glvhws3a","glwwwf3a","glxhws3a","gnthws3a","gplhws3a","grghws3a","gschws3a","gsnhws3a","gsthws3a","gvrhws3a","iflgre3a","inmsre3a","inssre3a","l02igb3a","l03igb3a","l04igb3a","l05igb3a","l06igb3a","l07igb3a","l08igb3a","l09igb3a","l10igb3a","l11igb3a","l12igb3a","l13igb3a","l14igb3a","l3pobi3b","lammod3a","lasmod3a","opisre3a","px1wcl3a","px2wcl3a","px3wcl3a","px4wcl3a","SLPSRT3a","smkisr3a","tdhmod3a","tdlmod3a","tdmmod3a","tdsmod3a","tnhmod3a","tnlmod3a","tnmmod3a","tnsmod3a","twisre3a","tx1mod3a","tx2mod3a","tx3mod3a","tx4mod3a","tx5mod3a","tx6mod3a","wmkmod3a"
1611,"Pri-1913","Pri-1913",-21.9265,-61.0645,7.8,1.5393168,3.602001312,190.6111114,1.006003737,1.26161778,0.038318958,534.5597534,1345.420776,0.525034666,0.22322394,0.009822085,-0.818525076,9.348460197,189.3424377,1.491897583,3.657287598,0.289734691,191,1758,3291,788,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,796,0,15,0,40,72,0,0,0,50,12,0,0,0,0,0,0,30,0,15,0,0,0,34,20.85974693,0,0,100,0,0,0,0,0,0,0,0,0,0,7,15,9,1570,93,88,21,24,0,1,40,15,30,6,30,8,21,5,143,33,30,25,25,32,35,0
1236,"Pri-1567","Pri-1567",-25.663,-55.1155,18.8,1.4255328,8.040004992,236.5277806,2.286931753,1.569864869,2.736294031,13940.60156,-39569.07031,7.165111542,5.67e-06,8.63e-05,-12.08421898,3.362639189,206.0799713,30.44781494,145.242218,0.17330417,239,8129,4265,1131,12,0,12,50,50,12,0,0,0,12,0,12,12,0,0,0,408,50,0,0,0,37,0,0,15,30,16,0,0,0,35,0,0,0,0,0,0,0,0,34,20.94010925,0,0,0,0,0,0,0,0,0,0,100,0,0,7,20,12,1567,152,131,111,118,3,1,38,10,27,6,22,4,15,5,114,30,30,24,20,26,33,0
2786,"Pri-56","Pri-56",-25.6486,-54.7403,18.97783712,1.423693253,8.105585598,223.9166966,1.729290962,1.569506049,1.010833263,-30730.85547,66541.45313,-12.36306953,5.68e-06,0.000255695,-10.43966579,4.377439022,183.7591095,40.15759277,140.9595947,0.221721604,218,8117,4014,992,14,0,14,50,0,14,0,0,0,14,0,14,14,50,0,0,350,0,0,0,0,37,0,15,0,130,13,15,0,0,0,70,0,0,0,0,0,0,0,34,20.92868614,0,0,0,0,0,0,0,0,0,0,0,0,100,7,20,13,1566,156,141,121,131,2,1,40,11,28,6,22,2,16,4,113,31,31,25,20,27,34,0
1158,"Pri-1492","Pri-1492",-24.4802,-58.16,7.8,1.5393168,3.602001312,86.8055554,1.367606878,1.544516325,0.502838492,6571.086426,2764.216064,28.76881599,1.86e-06,0.000100471,-8.779889107,3.33720994,84.40583038,2.399726868,116.901123,0.020114919,86,3228,4080,701,4,0,4,0,0,4,0,100,0,8,0,8,8,0,0,0,437,0,0,0,0,72,0,0,0,50,15,0,25,0,0,0,15,0,0,40,0,20,0,34,20.73298836,0,0,60,0,0,0,40,0,0,0,0,0,0,1,24,13,1570,111,112,60,58,0,1,35,15,26,5,24,4,18,5,139,30,28,24,21,28,28,0
1752,"Pri-204","Pri-204",-25.4167,-56.4811,8.278859625,1.534363476,3.81083395,163.9999921,0.834817052,1.56800127,5.176032066,65136.50781,31690.83789,11.0859642,-7.35e-06,0.000115344,-10.95167923,3.385351181,106.0662918,57.93369293,166.8891602,0.257685959,170,7773,4680,538,9,0,9,25,50,9,25,0,0,9,0,9,9,0,0,0,140,0,0,0,0,6,0,0,0,30,17,0,0,0,0,0,60,40,0,0,0,0,0,34,20.78142548,0,0,0,0,0,0,0,100,0,0,0,0,0,7,24,8,1569,153,136,99,112,1,1,39,13,26,5,24,5,18,4,130,32,28,24,20,25,29,0
2133,"Pri-2440","Pri-2440",-21.7347,-62.3203,10,1.51656,4.54968,268.2777741,2.288467407,1.56409657,2.727902412,-1762.546021,-3009.915039,-1.924402952,-3.09e-06,0.000438707,-8.484657288,4.655231953,259.4098511,8.867919922,3.543457031,0.714499295,268,1651,2807,816,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,471,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,1,34,20.95689392,0,0,100,0,0,0,0,0,0,0,0,0,0,7,12,8,1570,79,76,11,15,0,1,41,16,30,6,30,4,20,6,146,34,30,24,25,32,37,0
2380,"Pri-2731","Pri-2731",-23.7097,-60.4597,9,1.526904,4.1226408,147.5000005,2.091406584,1.556163192,1.570796371,11566.58691,5481.118652,20.80947113,-5.21e-07,7.79e-05,-9.966526031,2.960189342,142.9311676,4.568832397,43.97235107,0.094122805,148,4885,3468,721,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,818,0,0,0,20,72,15,0,0,50,2,0,0,0,0,0,0,15,0,50,0,0,0,34,20.76249695,0,0,100,0,0,0,0,0,0,0,0,0,0,4,13,7,1570,78,75,23,28,0,1,36,14,28,5,26,3,19,5,139,33,28,24,22,28,32,0
125,"Oci-217","Oci-217",-19.617222,-59.578333,5.764347826,1.560373586,2.698360827,126.2777766,2.352864981,1.559016347,2.383962154,841.4711304,2441.683105,-0.54708147,2.03e-06,0.005276227,-5.201093197,8.018659592,124.9852295,1.292549133,50.95263672,0.024740063,126,6940,4385,1224,4,0,4,0,0,4,100,0,0,8,0,8,8,0,0,0,738,0,30,0,15,72,0,0,0,40,1,0,0,0,0,0,0,40,0,15,0,0,0,34,20.73390007,0,0,60,0,0,0,40,0,0,0,0,0,0,4,23,13,1570,115,118,25,44,0,1,36,20,29,4,26,13,21,3,141,29,26,25,27,32,32,0
449,"Ori-305","Ori-305",-26.660833,-55.147222,12.09918275,1.494846054,5.425924677,266.6111674,1.900162578,1.570083857,1.260687947,96888.47656,28215.03906,30.52373314,8.16e-06,0.000120682,-11.32328892,4.130980968,161.9880829,104.6230927,60.28533936,0.634431422,268,11799,4452,1089,12,0,14,25,75,12,0,0,0,12,0,12,12,0,0,0,275,0,0,0,0,37,0,15,0,30,17,15,0,0,0,70,0,0,0,0,0,0,0,34,20.99671364,0,0,0,0,0,0,0,0,0,0,80,0,20,7,46,15,1568,142,133,127,124,4,1,43,14,28,6,22,2,16,5,116,32,29,24,20,24,35,0
2589,"Pri-380","Pri-380",-23.9211,-56.7298,9.4,1.5227664,4.294201248,106.0000557,1.633289933,1.570223331,0.873979032,-39540.09766,5802.182617,-11.43422604,-2.3e-06,0.000163672,-12.11781311,3.680992126,96.17341614,9.826637268,135.6431885,0.067551032,104,11201,4596,555,8,25,8,25,25,8,25,0,0,8,0,8,8,0,0,0,278,0,20,0,0,72,0,0,50,30,15,0,0,4,0,0,30,0,0,0,0,0,0,33,20.91557503,0,0,0,0,0,0,100,0,0,0,0,0,0,7,55,10,1560,157,124,80,92,4,1,37,13,27,5,23,5,18,5,129,31,27,24,22,27,29,0
1578,"Pri-1884","Pri-1884",-22.2314,-59.1371,9.4,1.5227664,4.294201248,110.4166726,1.483012915,1.560494423,0.663687885,-2392.21582,-7433.296875,-20.50495529,-8.26e-07,0.000186476,-8.909908295,3.922958374,109.7770462,0.639625549,70.99090576,0.00892951,111,3907,3589,772,4,0,4,0,0,4,0,0,0,8,0,4,4,100,0,0,903,0,0,0,0,72,0,0,0,130,15,0,25,4,0,0,15,0,0,40,0,20,0,34,20.73390007,0,0,80,0,0,0,20,0,0,0,0,0,0,4,18,7,1569,101,84,32,46,1,1,38,16,30,5,25,2,20,4,138,33,28,25,25,32,34,0
2590,"Pri-381","Pri-381",-23.6234,-56.796,7.8,1.5393168,3.602001312,232.3055661,0.826257527,1.569940567,5.788277626,-23745.96289,18587.22266,-3.83719039,6.4e-06,0.000227728,-11.19818974,4.083213329,109.8617554,122.4438171,24.66262817,0.832348406,232,11849,5180,799,2,0,2,0,0,2,100,0,0,2,0,2,2,0,0,0,778,50,0,0,0,6,0,0,15,40,1,0,0,0,35,0,0,0,0,0,0,0,0,34,21.00617599,100,0,0,0,0,0,0,0,0,0,0,0,0,7,57,11,1565,158,130,82,92,3,1,37,12,27,5,23,3,18,4,118,30,26,24,21,28,29,0
1496,"Pri-1808","Pri-1808",-22.083,-60.6572,7.8,1.5393168,3.602001312,169.9999973,2.083595753,1.561566949,3.15697217,-1036.446899,-3874.441895,1.434318185,2.66e-06,0.000144974,-9.528481483,3.543567419,167.1341858,2.865814209,8.694396973,0.247903273,170,1470,3288,994,9,0,9,0,50,14,0,0,0,8,0,9,4,50,0,0,666,0,0,0,20,72,0,0,0,130,2,0,30,0,0,0,0,35,0,15,0,0,0,34,20.82359123,0,0,0,0,0,0,20,60,0,0,0,0,20,4,15,10,1570,103,92,23,29,0,1,42,17,31,6,28,8,20,5,142,35,32,24,26,33,36,0
2321,"Pri-2663","Pri-2663",-19.8494,-60.7144,9,1.526904,4.1226408,212.4444409,1.843297005,1.561237812,3.533934832,3387.288086,-1262.532227,3.986492872,1.87e-06,7.85e-05,-10.38451862,2.96510911,207.4077454,5.036697388,9.867370605,0.33794111,213,4612,3871,968,4,0,8,0,0,4,0,100,0,4,0,4,4,0,0,0,886,0,0,0,70,72,0,0,0,50,2,0,0,0,0,0,0,15,0,15,0,0,0,34,20.93103409,0,0,80,0,0,0,20,0,0,0,0,0,0,7,20,10,1570,74,69,20,28,0,1,36,20,29,4,28,4,22,4,137,31,28,26,27,33,32,0
2176,"Pri-2492","Pri-2492",-23.8381,-60.7725,10,1.51656,4.54968,156.7500028,1.046008706,1.564971209,6.283185482,2541.517822,-6046.156738,4.512475491,-2.8e-06,0.000214465,-9.597118378,3.832378626,149.5606079,7.18939209,37.50683594,0.160850078,157,2660,3922,731,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,452,0,0,0,20,72,15,0,0,50,2,0,0,4,0,0,0,15,0,50,0,0,0,34,20.7694149,0,0,100,0,0,0,0,0,0,0,0,0,0,4,24,14,1570,84,79,22,27,0,1,36,15,28,5,25,1,18,5,138,33,28,24,22,29,33,0
1460,"Pri-1774","Pri-1774",-26.9956,-56.2643,19.6,1.4172576,8.333474688,93.63888198,1.020910859,1.566954017,4.757230282,-18445.9082,-39402.38281,-6.005264282,3.51e-06,0.001110153,-8.112242699,5.605205536,90.21390533,3.424980164,120.4701538,0.027644187,94,6343,3735,576,9,0,9,75,0,9,0,0,0,9,0,14,10,25,0,0,142,15,0,0,0,37,0,0,40,20,18,0,0,0,15,0,30,0,0,0,0,0,0,34,20.72121239,0,0,0,0,0,0,0,80,0,0,0,0,20,7,18,6,1566,141,195,144,127,1,1,35,12,26,6,24,0,16,5,139,32,29,23,20,24,30,0
2687,"Pri-469","Pri-469",-26.2944,-56.8599,7.8,1.5393168,3.602001312,86.41665925,1.119488835,1.567628503,4.590654373,4640.037598,2272.780029,3.257046461,-2.75e-06,0.00045333,-8.854331017,5.022295952,80.50416565,5.912490845,214.2799683,0.026851468,86,6379,3728,449,9,0,9,0,0,9,0,0,0,10,0,9,10,100,0,0,379,15,0,0,0,67,0,0,40,130,13,0,0,4,15,0,30,0,0,0,0,0,0,34,20.70670128,0,0,0,0,0,0,0,80,20,0,0,0,0,1,17,5,1567,135,130,98,108,1,1,35,10,26,5,24,2,16,6,141,32,28,23,21,25,29,0
1835,"Pri-2117","Pri-2117",-22.5481,-60.1711,10,1.51656,4.54968,142.222221,2.184870005,1.553419709,2.96693325,215.5738678,-1864.841431,3.264919996,-7.26e-06,6.94e-05,-10.06796837,2.802563429,140.8123932,1.409820557,33.11871338,0.040830594,143,3143,3413,903,9,0,9,0,50,14,0,0,0,4,0,4,4,50,0,0,530,0,0,0,20,72,0,0,0,130,17,0,30,0,0,0,0,35,0,15,0,0,0,34,20.74488258,0,0,40,0,0,0,0,40,0,0,0,0,20,4,8,4,1570,90,79,26,34,0,1,43,17,32,6,28,9,21,5,140,37,30,26,26,34,37,0
2965,"Pri-720","Pri-720",-19.4475,-59.6612,7.8,1.5393168,3.602001312,146.6944401,2.301315069,1.563881159,2.688254356,-4535.175781,-3658.42749,-4.33110857,2.61e-06,0.000348347,-8.871869087,4.281134129,139.0432587,7.651184082,31.58929443,0.194981933,147,6835,4672,1156,4,0,8,0,0,8,100,0,0,4,0,8,8,0,0,0,1075,0,30,0,15,72,0,0,0,40,1,0,0,0,0,0,0,40,0,15,0,0,0,34,20.77902603,0,0,40,0,0,0,60,0,0,0,0,0,0,4,26,15,1569,116,117,27,45,0,1,36,19,28,4,24,13,20,3,140,29,27,24,27,32,31,0
2373,"Pri-2724","Pri-2724",-20.2453,-60.4136,20.95630808,1.403227949,8.821943164,236.1945492,0.898330152,1.570519686,5.990889072,33337.90625,-16596.9375,1.357340574,3.92e-07,0.000325038,-11.97166634,4.384357929,175.6214447,60.57310486,88.09912109,0.407427162,242,4399,3901,1449,8,0,8,0,0,4,100,0,0,8,0,8,8,0,0,0,784,0,0,0,0,76,0,0,0,40,12,100,0,0,0,0,0,0,0,0,0,0,1,33,21.06700134,0,0,20,0,0,0,80,0,0,0,0,0,0,7,18,14,1558,81,78,22,31,9,1,41,20,30,5,26,5,23,4,126,31,28,26,28,34,31,0
508,"Ori-359","Ori-359",-26.593056,-55.073333,12.0501564,1.495353182,5.405771916,172.0833373,1.254743338,1.569250107,0.330717087,-17350.7793,-36952.00391,-2.438057184,1.028784275,0.090760723,-3.390830994,17.28845596,173.1121216,0,168.0046692,0,165,11048,3878,865,8,0,9,25,0,12,75,0,0,8,0,14,12,0,0,0,561,0,0,0,0,14,0,15,0,40,15,15,0,0,0,70,0,0,0,0,0,0,0,34,20.82187653,0,0,0,0,0,0,40,20,0,0,20,0,20,7,39,15,1558,142,135,124,120,1,1,45,8,28,7,23,2,15,5,123,33,30,24,20,26,34,0
28,"Oci-123","Oci-123",-21.998333,-61.691944,16.91562393,1.445024786,7.333048754,224.6111091,1.86714673,1.559772253,3.498220444,-1729.011841,-862.0037842,-1.7930969,5.41e-06,0.001955377,-5.798966408,7.210028172,223.2522278,1.358886719,3.401550293,0.285454184,224,1511,3294,959,4,0,4,0,0,4,0,75,0,4,0,4,4,25,0,0,541,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.96166229,0,0,100,0,0,0,0,0,0,0,0,0,0,7,13,7,1570,82,79,15,18,0,1,39,15,30,6,29,5,20,6,145,33,30,25,24,32,35,0
1626,"Pri-1927","Pri-1927",-22.3683,-58.7782,7.8,1.5393168,3.602001312,104.1944486,1.501626611,1.562674999,0.689538836,5370.179199,340.5142212,21.69730377,1.82e-06,0.000148354,-9.144393921,3.925700665,101.4933395,2.70111084,86.06463623,0.030429652,104,5434,4141,860,4,0,4,0,0,8,25,75,0,4,0,4,4,0,0,0,680,0,0,0,0,72,0,0,0,50,1,0,0,0,0,0,25,0,15,35,0,25,0,34,20.73390007,0,0,80,0,0,0,20,0,0,0,0,0,0,1,22,9,1570,121,97,43,55,0,1,34,14,28,5,25,3,20,5,138,31,27,24,24,30,30,0
1239,"Pri-157","Pri-157",-25.7172,-57.1031,17.44931865,1.439504248,7.535510495,109.8055567,0.887286425,1.569375038,5.965178967,17884.125,-8476.97168,5.00972414,5.39e-07,0.00016081,-11.44425201,3.512067795,95.93029785,13.8752594,244.772522,0.053645384,112,5686,3770,765,9,0,9,0,0,8,0,0,0,10,0,9,10,100,0,0,321,0,0,0,0,72,0,0,0,130,17,0,0,0,0,0,60,40,0,0,0,0,0,34,20.74036026,0,0,0,0,0,0,20,60,20,0,0,0,0,7,17,7,1566,162,146,96,105,1,1,41,14,28,6,24,3,17,5,138,33,30,24,22,27,31,0
1077,"Pri-1419","Pri-1419",-23.4147,-59.2831,7.8,1.5393168,3.602001312,113.7777786,1.938540101,1.546547413,1.325820327,-1421.034058,152.5525665,-4.80349493,4.27e-08,6.94e-05,-9.73462677,2.802042246,111.9877853,1.789993286,73.75933838,0.02369304,114,5721,3690,772,5,0,4,0,0,4,0,100,0,8,0,4,8,0,0,0,511,0,0,0,0,72,0,0,0,50,2,0,25,4,0,0,15,0,0,40,0,20,0,34,20.73390007,0,0,60,20,0,0,20,0,0,0,0,0,0,4,16,7,1570,103,106,39,48,0,1,38,14,29,5,24,3,19,5,138,32,29,25,23,31,32,0
2386,"Pri-2737","Pri-2737",-22.855,-60.1689,9,1.526904,4.1226408,141.0833322,1.029531837,1.484228969,4.712388992,-3852.821777,3667.812012,-22.09042931,0.195857823,0.004364929,-2.051270962,10.04980469,138.5740814,2.705108643,39.27807617,0.064433143,141,3504,3584,686,9,0,9,25,0,4,0,0,0,4,0,4,4,75,0,0,683,0,0,0,20,72,0,0,0,20,18,0,30,0,0,0,0,35,0,15,0,0,0,34,20.74488258,0,0,60,0,0,0,0,40,0,0,0,0,0,4,16,6,1570,85,78,26,32,0,1,39,17,30,6,27,5,20,5,140,36,30,25,24,32,35,0
2369,"Pri-2715","Pri-2715",-24.5733,-58.4242,10,1.51656,4.54968,86.52777951,2.266404629,1.557696342,1.927676082,-5270.212891,-1732.033447,-21.9950695,0.086752959,0.003941115,-4.390739441,9.23108387,86.61453247,0,115.1477661,0,86,5640,3879,628,9,0,8,50,25,8,25,0,0,4,0,4,4,0,0,0,622,0,0,0,0,72,0,0,0,20,15,0,25,4,0,0,15,0,0,40,0,20,0,34,20.73298836,0,0,40,0,0,0,40,20,0,0,0,0,0,1,18,6,1570,109,111,63,61,0,1,38,17,28,5,24,3,18,5,139,34,28,23,22,28,30,0
1728,"Pri-2018","Pri-2018",-21.1568,-59.7226,7.8,1.5393168,3.602001312,129.2777809,1.239466786,1.56001687,0.310383856,-1803.72168,-1231.141724,-2.124162197,5.38e-06,0.007885906,-4.426913738,9.529336929,128.3188934,0.958892822,15.21490479,0.059286807,129,3752,3643,920,4,0,4,50,50,4,0,0,0,4,0,10,10,0,0,0,805,0,15,0,40,72,0,0,0,20,20,0,0,0,0,0,0,30,0,15,0,0,0,34,20.73390007,0,0,80,0,0,0,0,0,20,0,0,0,0,4,17,8,1570,95,85,25,38,0,1,43,20,32,6,27,3,20,5,140,33,29,27,27,33,36,0
805,"Pri-117","Pri-117",-23.9711,-56.4394,9.078200294,1.526095096,4.156259085,210.333306,0.794531286,1.570261598,5.361238003,53854.125,58586.10938,3.643463135,7.03e-06,0.000183184,-11.88607979,3.909276724,105.9418793,104.3914337,75.92608643,0.578931153,212,11337,5212,890,8,100,8,0,0,9,0,0,0,9,0,9,9,0,0,0,367,20,45,0,20,6,0,0,15,14,17,0,0,0,0,0,0,0,0,0,0,0,0,34,20.90161705,0,0,0,0,0,0,40,60,0,0,0,0,0,7,56,12,1568,154,125,86,100,5,1,37,13,27,5,23,3,18,5,122,31,27,24,22,27,30,0
779,"Pri-1146","Pri-1146",-21.278,-60.4872,7.8,1.5393168,3.602001312,156.2499998,0.835230291,1.562754512,5.170564175,1639.014526,406.63974,5.826065063,1.92e-07,0.000122064,-9.581356049,3.604276896,155.1926422,1.057357788,14.71972656,0.067018583,156,1786,3221,804,4,0,4,0,0,4,25,75,0,4,0,4,4,0,0,0,1223,0,15,0,40,72,0,0,0,50,1,0,0,0,0,0,0,30,0,15,0,0,0,34,20.8307724,0,0,100,0,0,0,0,0,0,0,0,0,0,4,16,10,1570,89,84,24,29,0,1,39,19,30,5,28,12,21,4,142,33,30,25,27,33,34,0
2963,"Pri-719","Pri-719",-21.6283,-59.1893,12.6,1.4896656,5.630935968,113.3611113,2.165987968,1.542519689,1.712684274,-128.0869141,584.2392578,2.916462898,3.22e-06,0.000168373,-6.427568913,5.263917446,112.1902237,1.170890808,62.89428711,0.018276555,112,5313,3502,721,4,0,8,0,0,8,0,100,0,4,0,4,4,0,0,0,1886,0,0,0,0,72,0,0,0,50,1,0,0,0,0,0,25,0,15,35,0,25,1,34,20.73390007,0,0,60,0,0,0,40,0,0,0,0,0,0,4,14,7,1570,102,85,31,46,0,1,37,18,29,5,26,4,20,4,138,32,28,25,25,32,34,0
753,"Pri-1122","Pri-1122",-22.9524,-61.0399,7.8,1.5393168,3.602001312,173.8888894,1.940630794,1.557567835,1.325814724,1027.926147,-1386.519897,1.306238055,-3.9e-06,0.001414142,-6.63386488,5.882586956,172.6970062,1.191879272,18.34204102,0.061015878,174,1699,3189,762,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,550,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.85104561,0,0,100,0,0,0,0,0,0,0,0,0,0,7,14,9,1570,84,79,18,24,0,1,40,17,31,6,29,4,20,5,141,33,30,25,24,32,35,0
895,"Pri-1252","Pri-1252",-23.5631,-58.2875,7.8,1.5393168,3.602001312,88.86111008,0.835883439,0.145777941,4.097576141,-803.763855,-910.1033325,-0.27606827,0.44986403,0.000748551,-0.794061005,0.44189468,89.26733398,0.043640137,105.8549805,0.000412094,89,4516,3543,481,14,0,4,0,0,8,0,75,0,8,0,6,6,25,0,0,576,0,0,0,0,72,0,0,0,130,15,0,25,4,0,0,15,0,0,40,0,20,0,34,20.70670128,0,0,20,0,20,0,40,0,0,0,0,0,20,1,17,5,1570,120,122,65,63,0,1,38,14,28,5,25,5,19,5,137,33,29,25,23,31,31,0
2754,"Pri-530","Pri-530",-25.2046,-55.1515,7.8,1.5393168,3.602001312,263.8333396,1.448619485,1.565790296,0.613448918,78217.25781,27908.03711,44.92785645,3.86e-06,7.72e-05,-11.04785728,2.955451488,217.5743103,46.2590332,120.6486816,0.277153343,265,8128,4797,1654,12,0,12,0,50,12,0,0,0,12,0,12,12,50,0,0,390,50,0,0,0,37,0,0,15,130,1,0,0,0,35,0,0,0,0,0,0,0,0,34,20.95689392,0,0,0,0,0,0,0,0,0,0,100,0,0,7,22,17,1570,161,132,105,118,0,1,38,12,27,6,23,4,16,5,116,29,29,23,20,27,30,0
3227,"Pri-962","Pri-962",-21.4488,-62.0624,7.8,1.5393168,3.602001312,262.0833298,2.320445061,1.564947128,2.621232271,-4168.472168,-2809.164551,-2.948255777,1.37e-05,0.003684723,-6.492307186,7.12509203,261.6328125,0.450531006,12.93325806,0.033662442,262,1638,3190,862,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1108,0,45,0,0,72,0,0,0,50,2,0,0,0,0,0,25,30,0,0,0,0,0,34,20.95689392,0,0,100,0,0,0,0,0,0,0,0,0,0,7,14,10,1570,71,69,12,15,0,1,42,18,31,6,30,3,21,6,147,34,29,25,25,33,37,0
2757,"Pri-533","Pri-533",-22.3849,-56.0437,9.4,1.5227664,4.294201248,566.583451,0.964722872,1.570634961,6.13196516,69933.375,274729.7188,2.632617235,-1.59e-05,9.7e-05,-13.97732639,3.269773722,268.4510803,298.1323547,34.5504303,0.896145999,594,10145,4913,891,9,75,9,0,0,14,0,25,0,10,0,10,9,0,0,0,337,0,0,0,0,6,0,0,0,50,16,100,0,0,0,0,0,0,0,0,0,0,0,34,21.59898376,0,0,0,0,0,0,0,40,40,0,0,0,20,7,22,8,1558,159,125,79,93,16,1,38,15,28,4,22,9,19,3,99,30,27,26,24,30,31,0
1894,"Pri-2179","Pri-2179",-21.33,-59.73,10,1.51656,4.54968,124.6111059,1.137192607,0.119815193,1.570796371,125.5449829,-5393.269531,1.171740174,2.531205177,0.049173955,4.585251331,0.966581166,127.1423111,0,13.11212158,0,124,2635,3194,632,8,0,4,25,50,9,0,0,0,4,0,4,4,25,0,0,637,0,15,0,40,72,0,0,0,30,20,0,0,0,0,0,0,30,0,15,0,0,0,34,20.70939445,0,0,60,0,0,0,20,20,0,0,0,0,0,4,13,5,1569,94,83,25,38,0,1,47,18,32,6,26,3,19,4,139,35,29,26,26,33,38,0
927,"Pri-1281","Pri-1281",-24.2356,-59.3153,7.8,1.5393168,3.602001312,110.8888865,1.825233459,1.563391328,3.561068773,2326.602783,541.048584,6.504099846,-9.72e-07,0.000168216,-9.111083984,4.025633812,108.6719208,2.216964722,82.92486572,0.02603849,110,5289,3585,711,6,0,9,0,0,9,0,100,0,4,0,4,4,0,0,0,286,0,0,0,0,72,0,0,0,50,2,0,25,0,0,0,15,0,0,40,0,20,0,34,20.73390007,0,0,40,0,20,0,0,40,0,0,0,0,0,4,14,5,1570,102,106,47,54,0,1,36,16,28,5,26,3,18,5,139,32,29,24,23,29,30,0
2999,"Pri-752","Pri-752",-19.3626,-59.1103,7.8,1.5393168,3.602001312,282.4444092,1.896641374,1.56968224,3.456883669,17270.19922,53697.08594,2.292687893,-1.22e-05,0.000171898,-11.21563721,3.859872818,138.8659515,143.5784454,6.309967041,0.957902253,282,8689,4890,1073,8,0,8,0,0,8,100,0,0,8,0,8,8,0,0,0,538,0,30,0,15,72,0,0,0,40,13,0,0,0,0,0,0,40,0,15,0,0,0,34,20.95711899,0,0,0,0,0,0,100,0,0,0,0,0,0,7,25,12,1568,129,126,30,51,2,1,37,21,28,4,26,14,20,3,130,29,26,25,27,33,30,0
1965,"Pri-2254","Pri-2254",-20.9047,-58.5067,10,1.51656,4.54968,91.83333932,1.810814142,1.554760575,1.132526398,5908.397461,-940.8193359,19.65868187,1.670490623,0.000426448,-7.408110619,4.848158836,92.80351257,0.700317383,136.0974731,0.005119362,90,3881,3600,992,9,0,9,75,0,8,0,0,0,10,0,10,10,25,0,0,1036,0,0,0,0,72,0,0,0,20,15,0,0,0,0,0,25,0,15,35,0,25,0,34,20.73298836,0,0,0,0,0,0,20,40,40,0,0,0,0,1,16,6,1569,123,100,40,58,1,1,39,15,30,5,27,8,20,4,140,31,28,24,26,33,33,0
6,"Oci-103","Oci-103",-22.943611,-61.828889,8.114600846,1.536062569,3.739360386,206.1388879,2.109784603,1.550121903,3.107131958,-4949.914063,1558.214966,-17.70134163,-2.42e-06,9.39e-05,-8.982102394,3.363100767,202.9718475,3.167037964,8.248596191,0.277429879,206,2215,2970,653,4,0,4,0,0,4,0,25,0,4,0,4,4,75,0,0,348,0,0,0,20,72,15,0,0,130,2,0,0,4,0,0,0,15,0,50,0,0,0,34,20.91431999,0,0,100,0,0,0,0,0,0,0,0,0,0,7,12,5,1570,78,65,10,20,0,1,39,18,30,6,26,2,19,5,142,35,31,25,24,32,35,0
2399,"Pri-2750","Pri-2750",-23.9458,-60.4653,10,1.51656,4.54968,144.0000023,1.625815153,1.561074853,0.865684092,627.7598267,1686.839844,-3.023970366,-2.34e-06,0.000151547,-8.943243027,3.94238472,142.5459595,1.454040527,48.85540771,0.028901938,144,4336,3155,673,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,498,0,0,0,20,72,15,0,0,50,1,0,0,4,0,0,0,15,0,50,0,0,0,34,20.7694149,0,0,100,0,0,0,0,0,0,0,0,0,0,4,11,5,1570,87,84,25,31,0,1,38,15,29,5,26,2,19,5,139,34,29,25,22,29,32,0
