ID,ID1,LATITUD,LONGITUD,COS_0.30,DA_0.30,COSkgm2,DEM,AnalyticalHillshading,Slope,Aspect,CrossSectionalCurvature,LongitudinalCurvature,CovergenceIndex,ClosedDepressions,FlowAccumulation,TopographicWetnessIndex,LSFactor,ChannelNetworkBaseLevel,VerticalDistanceToChannelNetwork,ValleyDepth,RelativeSlopePosition,DEMSRE3a,etmnts3a,evmmod3a,evsmod3a,g01igb3a,g02esa3a,g02igb3a,g03esa3a,g04esa3a,g04igb3a,g05esa3a,g06esa3a,g07esa3a,g10igb3a,g11esa3a,g11igb3a,g12igb3a,g13esa3a,g18esa3a,g21esa3a,gacgem3a,gachws3a,garhws3a,gchhws3a,gcmhws3a,geaisg3a,gflhws3a,gfrhws3a,gglhws3a,glcesa3a,glcjrc3a,glphws3a,glvhws3a,glwwwf3a,glxhws3a,gnthws3a,gplhws3a,grghws3a,gschws3a,gsnhws3a,gsthws3a,gvrhws3a,iflgre3a,inmsre3a,inssre3a,l02igb3a,l03igb3a,l04igb3a,l05igb3a,l06igb3a,l07igb3a,l08igb3a,l09igb3a,l10igb3a,l11igb3a,l12igb3a,l13igb3a,l14igb3a,l3pobi3b,lammod3a,ln1dms3a,opisre3a,px1wcl3a,px2wcl3a,px3wcl3a,px4wcl3a,SLPSRT3a,smkisr3a,tdhmod3a,tdlmod3a,tdmmod3a,tdsmod3a,tnhmod3a,tnlmod3a,tnmmod3a,tnsmod3a,twisre3a,tx1mod3a,tx2mod3a,tx3mod3a,tx4mod3a,tx5mod3a,tx6mod3a,wmkmod3a
Pri-837,Pri-837,-21.2043,-58.7009,7.8,1.5393168,3.6,98.63888839,2.32825923,1.550584555,2.140108824,-269.6672974,537.9534302,-3.097271681,-2.89E-06,7.06E-05,-9.742030144,2.902050734,96.73130798,1.907577515,112.2133179,0.016715409,99,2969,3961,803,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1294,0,0,0,0,72,0,0,0,50,1,0,0,4,0,0,25,0,15,35,0,25,0,34,20.73390007,0,0,100,0,0,0,0,0,0,0,0,0,0,1,25,2,1570,120,98,38,57,0,1,37,18,29,5,26,13,21,3,140,31,27,25,26,32,33,0
Pri-84,Pri-84,-25.7397,-54.7244,17.40547353,1.439957782,7.52,238.2222507,2.239657402,1.56951952,1.855528116,73256.0625,33088.96094,17.1742897,-6.42E-06,7.70E-05,-12.41731071,2.953626871,172.914566,65.30767822,127.3675537,0.338952124,246,8615,4397,1590,12,0,12,50,25,12,0,0,0,12,0,12,12,25,0,0,97,0,0,0,0,37,0,15,0,20,16,15,0,0,0,70,0,0,0,0,0,0,0,34,20.97979355,0,0,0,0,0,0,0,0,0,0,100,0,0,7,22,2,1568,154,144,125,127,2,1,38,1,27,7,23,2,16,5,113,30,30,24,18,27,33,0
Pri-847,Pri-847,-19.8333,-58.3362,7.8,1.5393168,3.6,81.27777756,2.294132948,1.552580714,2.009841681,-1896.539185,-3972.357422,-5.170017242,1.06E-06,0.01010145,-4.001176357,9.341255188,81.27777863,0,182.4742126,0,81,6474,4550,875,14,0,8,0,0,8,0,0,0,8,0,8,8,100,0,0,1259,0,0,0,0,72,100,0,0,130,18,0,0,4,0,0,0,0,0,0,0,0,0,34,20.70670128,0,0,0,0,0,0,80,0,0,0,0,0,20,1,24,2,1570,128,104,36,54,0,1,33,20,27,3,24,12,21,3,143,29,27,25,25,30,30,0
Pri-855,Pri-855,-20.4748,-58.0822,7.8,1.5393168,3.6,82.52778215,1.794788718,1.562411308,1.107148767,631.6008301,-2007.308838,0.875918448,-3.52E-06,0.003989088,-5.820719242,7.582826614,82.52777863,0,182.9715881,0,82,5040,3726,862,8,0,8,0,0,9,0,100,0,8,0,9,8,0,0,0,598,0,0,0,0,72,100,0,0,50,1,0,0,4,0,0,0,0,0,0,0,0,0,34,20.73298836,0,0,0,0,0,0,60,40,0,0,0,0,0,1,17,2,1569,130,100,42,58,0,1,34,22,28,3,25,11,20,3,141,30,28,26,27,32,33,0
Pri-871,Pri-871,-20.2721,-60.9532,7.8,1.5393168,3.6,226.9444453,2.154784679,1.562398911,1.683003068,6460.65332,1593.643433,7.553137779,-2.50E-06,0.000125635,-9.766124725,3.443572044,222.2427673,4.701675415,0,1,227,2172,3484,884,4,0,4,0,0,4,0,50,50,4,0,4,4,0,0,0,620,0,0,0,70,72,0,0,0,50,14,30,0,0,0,0,0,0,0,0,0,0,1,34,20.97979355,0,0,100,0,0,0,0,0,0,0,0,0,0,7,19,2,1570,66,63,19,24,0,1,39,19,30,5,28,5,21,4,138,32,28,25,26,33,32,0
Pri-885,Pri-885,-20.6752,-58.0816,7.8,1.5393168,3.6,88.80555898,1.055862427,1.559478045,0.01886637,2868.412109,2758.56543,10.69921398,-1.73E-06,8.14E-05,-9.555376053,3.383527279,81.99365997,6.811897278,173.9032593,0.037694111,89,6516,4126,1020,4,0,4,0,0,4,25,75,0,8,0,8,8,0,0,0,788,0,0,0,0,72,0,0,0,50,1,0,0,0,0,0,25,0,15,35,0,25,0,34,20.70670128,0,0,60,0,0,0,40,0,0,0,0,0,0,1,22,2,1570,133,103,45,61,0,1,35,16,29,4,25,13,20,3,142,29,27,25,26,31,32,0
Pri-886,Pri-886,-20.0669,-59.7038,9.4,1.5227664,4.29,132.3055518,2.34145236,1.562819123,2.516703367,-2648.536621,965.4312134,-7.98382473,5.40E-06,0.046581198,-3.412945986,12.39653778,132.3055573,0,34.76373291,0,132,5180,3857,927,4,0,4,0,0,4,100,0,0,4,0,4,4,0,0,0,994,0,0,0,0,72,0,0,0,40,1,0,30,0,0,0,15,0,0,55,0,0,0,34,20.74259377,0,0,100,0,0,0,0,0,0,0,0,0,0,4,20,2,1570,102,101,25,41,0,1,37,21,29,4,28,12,21,3,140,30,27,25,27,32,32,0
Pri-899,Pri-899,-20.9414,-59.6915,13.3,1.4824248,5.91,123.6944447,0.78029108,1.549049854,5.472150803,278.7860718,496.6289673,1.567060471,-1.91E-06,7.28E-05,-9.449785233,3.031881332,122.4932785,1.201164246,21.45373535,0.053020064,124,2070,3348,818,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,892,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.73390007,0,0,100,0,0,0,0,0,0,0,0,0,0,4,15,2,1570,96,87,26,39,0,1,43,23,32,5,27,12,21,4,140,33,29,28,28,34,36,0
Pri-907,Pri-907,-23.2227,-61.0809,9.4,1.5227664,4.29,169.6111115,2.132429361,1.556202173,1.643832684,1177.091675,892.2931519,0.38654983,3.02E-06,0.000159656,-8.973742485,3.612298489,167.8314819,1.779632568,25.4944458,0.065249965,170,5221,3430,714,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1052,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.85104561,0,0,100,0,0,0,0,0,0,0,0,0,0,7,14,2,1570,81,76,17,24,0,1,37,15,29,6,31,3,20,5,140,33,29,25,23,29,34,0
Pri-926,Pri-926,-20.0809,-61.7138,7.8,1.5393168,3.6,324.055547,2.06263113,1.567271829,3.194484472,-24543.58008,-28174.09766,-11.19895554,-5.05E-06,0.002282027,-7.131438732,6.938775539,319.2180481,4.837493896,40.70394897,0.106221795,324,2282,3317,947,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,507,0,0,0,70,72,0,0,0,50,12,30,0,0,0,0,0,0,0,0,0,0,0,34,20.98510742,0,0,100,0,0,0,0,0,0,0,0,0,0,7,16,2,1568,62,61,15,18,1,1,38,21,30,5,28,4,21,4,139,31,29,26,28,34,35,0
Pri-939,Pri-939,-23.7633,-60.9579,7.8,1.5393168,3.6,156.1111099,1.84976685,1.527043581,3.515042782,-9436.869141,-8742.427734,-25.64746094,0.118778996,0.017491469,-2.228765488,11.16220188,155.0507355,1.179153442,39.31018066,0.029122569,156,4026,3581,636,8,0,8,100,0,14,0,0,0,4,0,4,4,0,0,0,481,0,0,0,20,72,15,0,0,20,13,0,0,4,0,0,0,15,0,50,0,0,0,34,20.8307724,0,0,40,0,0,0,40,0,0,0,0,0,20,4,16,2,1569,84,78,20,26,0,1,37,14,28,5,25,1,18,6,139,34,30,24,23,31,32,0
Pri-950,Pri-950,-21.5614,-60.7382,7.8,1.5393168,3.6,173.583332,2.352395535,1.557545304,2.387426853,-627.3936768,-1127.342651,-1.842467666,0.251430541,0.015026353,-3.575732708,10.84042549,170.9425812,2.892181396,5.069396973,0.363267332,173,4736,3296,715,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1182,0,15,0,40,72,0,0,0,50,12,0,0,0,0,0,0,30,0,15,0,0,1,34,20.82359123,0,0,100,0,0,0,0,0,0,0,0,0,0,7,13,2,1570,93,87,24,27,0,1,39,14,29,6,30,13,21,4,142,33,29,24,24,31,34,0
Pri-956,Pri-956,-22.8077,-62.0725,11.8,1.4979408,5.3,222.2777752,2.219315529,1.56360507,2.899520159,236.5166321,-1253.411133,1.490567565,-4.18E-06,0.000179451,-9.30779171,3.893081665,215.0928802,7.184890747,3.18548584,0.692828357,222,3424,3500,926,9,0,9,100,0,14,0,0,0,4,0,4,4,0,0,0,305,0,0,0,20,72,15,0,0,20,1,0,0,4,0,0,0,15,0,50,0,0,0,34,20.94916916,0,0,40,0,0,0,0,40,0,0,0,0,20,7,14,2,1570,70,52,7,19,0,1,42,19,30,6,30,5,19,5,142,35,31,26,25,33,37,0
Pri-959,Pri-959,-21.6454,-62.3814,7.8,1.5393168,3.6,274.4166684,1.433240175,1.559980392,0.592995763,-2977.636475,467.4801636,-6.666238308,-1.19E-05,0.00049638,-8.070400238,4.595150948,263.7935486,10.62310791,5.099304199,0.675666571,275,1659,2946,906,4,0,4,0,0,4,0,50,0,4,0,4,4,50,0,0,250,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.95689392,0,0,100,0,0,0,0,0,0,0,0,0,0,7,14,2,1570,78,76,11,15,0,1,45,17,31,6,31,6,21,5,147,33,30,25,25,32,38,0
Pri-98,Pri-98,-25.6728,-54.6733,16.27170432,1.451685491,7.09,172.0278567,2.190181732,1.570411563,1.748727679,-11777.07715,34315.75,-5.707549572,5.81E-06,0.000427594,-11.36752605,4.631539822,155.5277252,16.50013733,191.6915283,0.079254553,169,10252,4697,1185,12,0,14,25,25,14,25,0,0,12,0,12,12,25,0,0,153,0,0,0,0,37,0,15,0,20,13,15,0,0,0,70,0,0,0,0,0,0,0,33,20.94096756,0,0,0,0,0,0,0,0,0,0,60,0,40,7,23,-1,1559,155,145,124,135,6,1,36,7,26,6,22,2,16,5,111,29,30,24,19,26,31,0
Pri-982,Pri-982,-22.2112,-61.2838,7.8,1.5393168,3.6,198.277779,1.749150872,1.556401014,1.042725682,1402.239502,1301.715576,3.013806343,7.29E-06,0.002061162,-6.172576904,6.342830658,197.6955872,0.582199097,0.730407715,0.443544179,198,1786,3107,946,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,654,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.85974693,0,0,100,0,0,0,0,0,0,0,0,0,0,7,15,2,1570,89,85,18,21,0,1,38,15,29,5,29,5,20,5,143,33,30,25,24,32,35,0
Pri-988,Pri-988,-20.6532,-60.9425,7.8,1.5393168,3.6,204.4722231,2.155639648,1.564650178,1.683716655,336.4742432,2891.309082,-0.344343364,5.91E-06,0.057759233,-3.34412384,13.24145699,204.472229,0,3.060424805,0,204,2149,3697,744,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,885,0,45,0,0,72,0,0,0,50,2,0,0,0,0,0,25,30,0,0,0,0,1,34,20.89269638,0,0,100,0,0,0,0,0,0,0,0,0,0,7,19,2,1570,73,72,21,24,0,1,38,9,29,6,29,3,21,4,140,32,29,26,25,33,34,0
Pri-993,Pri-993,-20.1261,-61.4274,7.8,1.5393168,3.6,296.2222107,1.861194134,1.568228126,3.50937891,-1000.479858,-33588.875,0.386053503,-1.22E-05,0.001360514,-8.311748505,5.837917328,280.2867126,15.93548584,30.75350952,0.341311395,296,2145,3347,857,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,784,0,0,0,70,72,0,0,0,50,12,30,0,0,0,0,0,0,0,0,0,0,1,34,20.93012047,0,0,100,0,0,0,0,0,0,0,0,0,0,7,17,2,1568,61,60,17,20,1,1,37,21,30,5,28,11,21,4,137,31,29,26,27,33,34,0
