ID,ID1,LATITUD,LONGITUD,COS_0.30,DA_0.30,COSkgm2,DEM,AnalyticalHillshading,Slope,Aspect,CrossSectionalCurvature,LongitudinalCurvature,CovergenceIndex,ClosedDepressions,FlowAccumulation,TopographicWetnessIndex,LSFactor,ChannelNetworkBaseLevel,VerticalDistanceToChannelNetwork,ValleyDepth,RelativeSlopePosition,DEMSRE3a,etmnts3a,evmmod3a,evsmod3a,g01igb3a,g02esa3a,g02igb3a,g03esa3a,g04esa3a,g04igb3a,g05esa3a,g06esa3a,g07esa3a,g10igb3a,g11esa3a,g11igb3a,g12igb3a,g13esa3a,g18esa3a,g21esa3a,gacgem3a,gachws3a,garhws3a,gchhws3a,gcmhws3a,geaisg3a,gflhws3a,gfrhws3a,gglhws3a,glcesa3a,glcjrc3a,glphws3a,glvhws3a,glwwwf3a,glxhws3a,gnthws3a,gplhws3a,grghws3a,gschws3a,gsnhws3a,gsthws3a,gvrhws3a,iflgre3a,inmsre3a,inssre3a,l02igb3a,l03igb3a,l04igb3a,l05igb3a,l06igb3a,l07igb3a,l08igb3a,l09igb3a,l10igb3a,l11igb3a,l12igb3a,l13igb3a,l14igb3a,l3pobi3b,lammod3a,ln1dms3a,opisre3a,px1wcl3a,px2wcl3a,px3wcl3a,px4wcl3a,SLPSRT3a,smkisr3a,tdhmod3a,tdlmod3a,tdmmod3a,tdsmod3a,tnhmod3a,tnlmod3a,tnmmod3a,tnsmod3a,twisre3a,tx1mod3a,tx2mod3a,tx3mod3a,tx4mod3a,tx5mod3a,tx6mod3a,wmkmod3a
Oci-101,Oci-101,-22.059722,-61.554444,7.094906905,1.546610283,3.29,217.0555583,1.735137105,1.563977003,1.020635128,8703.669922,316.1054382,15.5231657,-1.04E-06,0.000181613,-9.348921776,3.902431726,212.7785492,4.277008057,1.624267578,0.724759936,217,1613,3067,865,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,580,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.92868614,0,0,100,0,0,0,0,0,0,0,0,0,0,7,13,2,1570,84,81,16,19,0,1,39,15,30,6,30,7,21,5,144,33,31,23,25,32,36,0
Oci-102,Oci-102,-22.369444,-62.221944,14.81625258,1.466740683,6.52,238.6944435,2.343840837,1.559123755,2.218191862,-2874.677246,-1543.145142,-4.591972828,-7.29E-07,0.000409879,-8.185651779,4.422447205,237.8355865,0.858856201,6.446166992,0.117570631,239,3707,3124,898,4,25,4,25,0,4,0,0,0,4,0,4,4,50,0,0,288,0,15,0,40,72,0,0,0,130,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.96166229,0,0,100,0,0,0,0,0,0,0,0,0,0,7,11,2,1570,79,65,8,16,0,1,46,16,31,7,30,4,20,5,144,35,30,26,24,32,37,0
Oci-104,Oci-104,-22.4825,-61.673611,14.18934312,1.473225435,6.27,214.5555504,2.180385113,1.566240072,2.981439114,-1324.179565,-2926.650635,0.40642342,6.81E-06,0.000120853,-10.41637421,3.417057037,210.776886,3.778671265,1.737731934,0.684988201,215,1684,3064,891,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,377,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.93103409,0,0,100,0,0,0,0,0,0,0,0,0,0,7,13,2,1570,82,75,13,18,1,1,38,15,30,5,26,3,20,5,143,34,32,26,24,33,36,0
Oci-106,Oci-106,-22.344722,-62.197222,4.020695298,1.578409928,1.9,238.2499986,2.310404062,1.560399175,2.654690504,-6501.997559,-3401.078857,-8.232872009,1.39E-06,0.006105035,-5.412137032,7.88181591,237.4534302,0.796569824,6.709655762,0.10612122,238,1694,3310,867,4,0,4,75,0,4,25,0,0,4,0,4,4,0,0,0,321,0,15,0,40,72,0,0,0,20,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.96166229,0,0,100,0,0,0,0,0,0,0,0,0,0,7,15,2,1570,79,66,9,16,0,1,44,16,31,6,30,4,20,5,144,34,30,26,24,32,36,0
Oci-109,Oci-109,-22.425278,-62.254167,2.868536651,1.590327857,1.37,242.666666,2.181750298,1.560932755,1.735940576,4502.554688,464.1444092,5.504089355,5.76E-06,0.000146267,-9.453141212,3.549837589,239.7715454,2.895126343,1.655395508,0.636218548,243,1392,2914,667,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,384,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.96166229,0,0,100,0,0,0,0,0,0,0,0,0,0,7,13,2,1570,78,62,8,16,0,1,41,15,30,6,30,6,20,5,143,35,30,24,24,32,35,0
Oci-110,Oci-110,-22.471944,-62.181389,13.37518763,1.481647059,5.95,234.7222214,1.997766495,1.547991514,3.294248343,942.8104858,-55.99406052,3.064043999,7.61E-06,0.00016499,-7.890970707,4.101727962,233.6854858,1.036743164,4.991210938,0.171989232,234,3487,3122,811,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,650,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.96166229,0,0,100,0,0,0,0,0,0,0,0,0,0,7,11,2,1570,75,58,7,17,0,1,43,15,29,6,27,4,19,5,143,33,29,24,24,31,35,0
Oci-12,Oci-12,-22.946833,-60.564,9.2,1.5248352,4.21,154.9999997,2.342137337,1.557035923,2.209711552,-1346.148438,214.1171265,-3.472011089,2.50E-07,0.0002652,-8.268229485,4.209015846,153.9014587,1.09854126,30.09136963,0.035221044,155,1716,3425,608,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,820,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.80910683,0,0,100,0,0,0,0,0,0,0,0,0,0,4,17,2,1570,83,77,22,27,0,1,37,16,29,5,26,5,20,5,140,33,29,25,23,31,35,0
Oci-127,Oci-127,-21.505417,-61.653194,5.654009434,1.561514926,2.65,230.0555554,2.184731722,1.556021929,1.744040012,-1681.166504,2012.074707,-4.241076469,1.87E-06,0.1134165,-1.792209744,15.15290165,230.0555573,0,11.71569824,0,230,1721,3364,853,4,0,4,0,0,4,0,75,0,4,0,4,4,25,0,0,425,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.97979355,0,0,100,0,0,0,0,0,0,0,0,0,0,7,14,2,1570,79,79,20,18,0,1,43,19,31,6,27,4,20,5,145,35,30,25,26,34,37,0
Oci-129,Oci-129,-21.079389,-60.6185,7.175698546,1.545774574,3.33,162.6944437,2.327799559,1.558077097,2.129393101,-2169.416748,-1169.548096,-5.032179356,-9.51E-07,0.010490527,-4.669177055,8.782799721,162.3184662,0.375976563,13.47241211,0.027149482,163,1758,3189,937,4,0,4,0,0,4,0,100,0,8,0,8,8,0,0,0,623,0,15,0,40,72,0,0,0,50,12,0,0,0,0,0,0,30,0,15,0,0,0,34,20.82840157,0,0,60,0,0,0,40,0,0,0,0,0,0,4,16,2,1570,85,81,24,28,0,1,43,20,31,6,28,7,21,4,142,33,28,26,27,34,37,0
Oci-13,Oci-13,-22.526333,-60.842333,13.6,1.4793216,6.04,170.9722222,2.037786961,1.544813752,1.48405695,1965.72644,3083.150635,4.777591705,6.77E-06,0.00559385,-4.236926079,8.298006058,169.027832,1.944396973,10.92510986,0.151085585,171,1736,3479,961,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,1153,0,15,0,40,72,0,0,0,50,12,0,0,0,0,0,0,30,0,15,0,0,0,34,20.85104561,0,0,100,0,0,0,0,0,0,0,0,0,0,4,16,2,1570,91,85,21,26,0,1,43,17,32,6,27,6,20,5,142,34,30,25,25,33,37,0
Oci-144,Oci-144,-24.643083,-58.174472,18.42806604,1.429380085,7.9,84.24999637,0.935977221,1.563967705,4.918709278,-400.1574402,-2669.862061,1.10897541,3.63E-06,8.09E-05,-10.56117344,3.061413765,80.80731201,3.442687988,121.199707,0.027620522,85,3840,4293,599,4,0,4,0,0,8,0,100,0,8,0,8,9,0,0,0,623,0,0,0,0,72,0,0,0,50,15,0,25,4,0,0,15,0,0,40,0,20,0,34,20.70670128,0,0,40,0,0,0,60,0,0,0,0,0,0,1,29,2,1570,110,114,58,56,0,1,37,15,26,5,24,4,18,5,139,31,28,24,21,26,29,0
Oci-167,Oci-167,-24.0535,-58.154222,17.87131498,1.435139118,7.69,89.11110489,1.435536623,1.565924168,4.117629051,-10879.52246,-1464.056885,-42.22049332,1.98E-06,7.98E-05,-10.69597244,3.1881814,85.9965744,3.114532471,109.9281006,0.027551839,90,4997,3943,675,9,0,9,0,0,9,0,0,0,9,0,9,8,100,0,0,191,0,0,0,0,72,0,0,0,130,15,0,25,0,0,0,15,0,0,40,0,20,0,34,20.72121239,0,0,0,0,0,0,0,100,0,0,0,0,0,1,19,2,1570,113,116,63,62,1,1,38,16,29,6,25,4,18,5,138,34,29,25,23,31,33,0
Oci-168,Oci-168,-24.045833,-58.088528,10.49788732,1.511409854,4.76,86.69444111,1.840353727,1.563966274,3.539010048,3840.649414,7856.933594,56.59264755,1.64E-06,0.000215994,-8.480830193,4.640878677,84.10012817,2.594314575,112.7316284,0.022495499,86,4841,3792,565,8,0,8,0,0,9,0,25,0,8,0,8,8,75,0,0,308,0,0,0,0,72,0,0,0,50,2,0,25,0,0,0,15,0,0,40,0,20,0,34,20.70670128,0,0,0,0,0,0,80,20,0,0,0,0,0,1,18,2,1569,115,116,64,63,0,1,38,12,27,6,25,3,18,5,138,32,28,24,21,29,32,0
Oci-170,Oci-170,-24.805528,-58.35525,44.90161162,1.245919809,16.78,84.61110803,1.016496897,1.563102126,4.763705254,-333.655365,974.8175049,-2.6416502,-1.16E-06,6.94E-05,-10.8827076,2.803005695,81.07424927,3.536857605,120.0064087,0.028628493,86,9222,4184,642,4,0,4,0,0,4,25,75,0,8,0,8,4,0,0,0,108,0,0,0,0,72,0,0,0,50,2,0,25,4,0,0,15,0,0,40,0,20,0,34,20.70670128,0,0,60,0,0,0,40,0,0,0,0,0,0,1,50,2,1570,111,116,61,60,0,1,37,15,27,5,24,4,18,5,140,32,27,24,22,28,30,0
Oci-181,Oci-181,-20.078611,-61.368889,15.13408105,1.463453066,6.64,330.2500087,2.003582954,1.569301963,1.420796156,21980.0625,26350.11328,6.127351761,-8.71E-06,0.000131454,-11.19021416,3.65825057,273.0898438,57.16015625,0.638519287,0.988952696,331,5896,3836,946,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,551,0,0,0,70,72,0,0,0,50,12,30,0,0,0,0,0,0,0,0,0,0,0,34,21.01800728,0,0,100,0,0,0,0,0,0,0,0,0,0,7,15,2,1570,61,59,17,20,2,1,36,20,29,5,27,4,21,4,134,31,28,25,26,32,33,0
Oci-197,Oci-197,-19.765,-60.858056,15.92204242,1.455302393,6.95,247.5277643,2.340353012,1.569653749,2.178871393,18315.08203,21601.32422,3.89169693,6.70E-06,0.00013955,-11.58708954,3.565461159,221.2030334,26.32473755,6.44543457,0.803313971,247,4082,3522,1108,8,0,8,0,0,4,0,100,0,8,0,8,8,0,0,0,679,0,0,0,70,72,0,0,0,50,12,0,0,0,0,0,0,15,0,15,0,0,0,34,20.9341507,0,0,20,0,0,0,80,0,0,0,0,0,0,7,16,2,1570,72,66,20,27,2,1,38,18,30,5,28,15,22,3,133,31,28,26,26,34,32,0
Oci-203,Oci-203,-19.728889,-60.930833,22.74620579,1.384713247,9.45,262.2500177,1.489805579,1.568862796,0.671220541,62384.57422,10744.81934,43.19968033,1.28E-05,0.000106655,-11.14162922,3.508439779,233.3343964,28.91563416,7.557312012,0.792796791,262,4444,3545,906,4,0,4,0,0,4,0,100,0,4,0,4,4,0,0,0,780,0,0,0,70,72,0,0,0,50,2,0,0,0,0,0,0,15,0,15,0,0,0,34,20.99420357,0,0,100,0,0,0,0,0,0,0,0,0,0,7,16,2,1570,71,64,20,27,1,1,38,24,30,4,27,14,21,3,134,31,28,26,27,33,33,0
Oci-214,Oci-214,-20.906111,-59.838889,21.96181063,1.392827031,9.18,127.0555567,2.10461688,1.557153225,1.593539,1162.369751,2368.416504,1.988485456,5.77E-07,0.002484403,-5.69291687,7.056900978,126.5954056,0.460151672,14.97937012,0.029803492,127,1907,3191,774,4,0,4,0,0,9,25,75,0,4,0,4,4,0,0,0,645,0,15,0,40,72,0,0,0,50,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.72121239,0,0,80,0,0,0,0,20,0,0,0,0,0,4,13,2,1570,94,86,25,37,0,1,40,12,31,5,27,12,22,3,140,33,29,28,26,34,35,0
Oci-219,Oci-219,-19.564722,-59.495556,3.342790811,1.585422172,1.59,128.8333246,1.908541679,1.566811562,3.438140631,-3619.557861,3123.854736,-2.932669401,3.65E-06,0.000451316,-8.629348755,5.017806053,128.5613403,0.271987915,56.003479,0.004833153,128,6719,4479,1337,8,0,8,100,0,8,0,0,0,8,0,8,8,0,0,0,714,0,30,0,15,72,0,0,0,20,13,0,0,4,0,0,0,40,0,15,0,0,0,34,20.76349831,0,0,0,0,0,0,100,0,0,0,0,0,0,4,21,2,1568,119,123,26,46,1,1,38,20,30,5,25,14,21,3,139,30,26,26,28,36,33,0
Oci-223,Oci-223,-21.087778,-59.333056,4.6,1.5724176,2.17,113.0555623,1.001041651,1.565973282,6.202715874,1773.109131,113.2434387,6.520353317,2.54E-06,0.000106916,-9.8785429,3.762046814,111.0291748,2.026390076,52.89276123,0.036897693,113,3652,3173,545,4,0,4,0,0,4,0,75,0,4,0,4,4,25,0,0,605,0,15,0,40,72,0,0,0,130,2,0,0,4,0,0,0,30,0,15,0,0,0,34,20.7601757,0,0,100,0,0,0,0,0,0,0,0,0,0,4,14,2,1570,102,89,29,44,1,1,42,17,31,5,28,10,21,4,139,34,29,27,27,34,35,0
Oci-226,Oci-226,-20.775556,-58.2275,30.9,1.3003704,12.05,86.16667007,1.701723695,1.560873628,0.973619521,-1622.369019,-1108.612427,-30.99419594,1.68E-06,0.034165181,-2.162233114,15.23944855,86.16667175,0,164.7893066,0,85,5049,3637,909,8,0,8,0,0,8,0,100,0,8,0,8,8,0,0,0,1278,0,0,0,0,72,0,0,0,50,12,0,0,0,0,0,25,0,15,35,0,25,0,34,20.70670128,0,0,0,0,0,0,100,0,0,0,0,0,0,1,17,2,1569,130,102,43,60,0,1,40,16,30,5,29,12,20,4,141,31,27,25,27,34,33,0
Oci-227,Oci-227,-20.771667,-58.310556,18.52983871,1.428327348,7.94,89.22221412,1.750279188,1.565134883,3.670299053,1074.452271,573.4969482,8.723960876,-3.79E-07,0.000129282,-9.874889374,3.646008253,87.74485016,1.477363586,156.0356445,0.009379311,90,5757,4053,1014,4,0,4,0,0,4,25,75,0,8,0,4,4,0,0,0,1485,0,0,0,0,72,0,0,0,50,2,0,0,0,0,0,25,0,15,35,0,25,0,34,20.72121239,0,0,80,0,0,0,20,0,0,0,0,0,0,1,21,2,1570,127,101,42,59,1,1,39,15,29,5,26,13,21,3,141,31,27,26,26,34,34,0
Oci-3,Oci-3,-23.010833,-60.299167,15.00694118,1.4647682,6.59,143.7222237,2.062525988,1.564541221,1.518647313,-4769.085938,-5958.844238,-6.985843182,5.29E-06,0.000256235,-9.347949982,3.971214533,142.4335938,1.288635254,39.8815918,0.031300172,144,2073,3705,888,4,0,4,0,0,4,0,0,0,4,0,4,9,100,0,0,1106,0,15,0,40,72,0,0,0,130,2,0,0,0,0,0,0,30,0,15,0,0,0,34,20.7694149,0,0,100,0,0,0,0,0,0,0,0,0,0,4,19,2,1570,82,77,25,30,0,1,39,16,29,6,26,4,19,5,139,33,28,24,23,31,34,0
Oci-36,Oci-36,-22.868056,-60.030278,9.9,1.5175944,4.51,133.583332,2.312247515,1.556494832,2.644653797,-1878.626831,410.8534241,-10.95633698,0.084346861,0.014368827,-3.009378433,11.95649338,132.3465576,1.321121216,46.47814941,0.02763894,133,3847,3435,915,10,0,10,0,50,14,0,0,0,10,0,10,10,50,0,0,483,0,0,0,20,72,0,0,0,130,12,0,30,0,0,0,0,35,0,15,0,0,0,34,20.74488258,0,0,0,0,0,0,0,0,80,0,0,0,20,4,12,2,1570,86,78,27,34,0,1,39,17,30,6,29,8,20,5,139,35,29,25,24,32,34,0
Oci-38,Oci-38,-22.114444,-59.275833,17.50067568,1.438973011,7.55,114.277778,2.089152098,1.510872841,1.583100319,-2195.025635,-3843.060303,-1.150005102,0.08532773,0.001602578,-4.303791046,6.91313076,113.4461365,0.916969299,61.96160889,0.014583175,114,3673,3668,993,14,0,14,0,75,14,0,0,0,4,0,4,4,25,0,0,512,0,15,0,40,72,0,0,0,30,18,0,0,0,0,0,0,30,0,15,0,0,0,34,20.73390007,0,0,40,0,0,0,0,0,0,0,0,0,60,4,16,2,1570,93,78,28,42,0,1,41,19,30,5,28,2,19,5,139,34,29,26,27,34,35,0
Oci-40,Oci-40,-22.076944,-59.121944,6.161548639,1.556264941,2.88,109.7222228,1.746122956,1.496797085,3.65852046,-4301.039551,-6952.695801,-6.31403017,-1.45E-06,0.001800118,-3.97593689,7.06704998,109.1398697,0.582351685,71.90344238,0.008034011,109,3259,3578,740,9,0,8,0,25,8,0,0,0,10,50,10,10,25,0,0,897,0,0,0,0,72,0,0,0,110,18,0,0,0,0,0,25,0,15,35,0,25,0,34,20.73390007,0,0,0,0,0,0,40,20,40,0,0,0,0,4,15,2,1570,101,84,32,46,0,1,38,15,29,5,28,15,21,3,138,33,28,25,26,32,34,0
Oci-76,Oci-76,-23.495556,-58.590278,17.40712903,1.439940657,7.52,95.08333332,1.395852923,0.205157548,1.741008282,-1904.469971,-4607.786133,-7.447403431,0.644884765,0.037664264,3.771403313,1.832782269,95.72686005,0.001358032,96.46856689,1.41E-05,95,4221,3601,968,9,0,9,75,0,9,25,0,0,8,0,4,8,0,0,0,292,0,0,0,0,72,0,0,0,40,1,0,25,4,0,0,15,0,0,40,0,20,0,34,20.73390007,0,0,20,0,0,0,20,60,0,0,0,0,0,1,15,2,1570,120,113,53,58,0,1,40,15,29,6,24,5,18,5,137,34,29,25,24,33,33,0
Ori-1,Ori-1,-24.336111,-55.404722,4.016517857,1.578453139,1.9,188.7499895,0.785467863,1.56957233,5.470375538,-31454.60742,-49854.76563,-19.27507782,-4.77E-06,0.000317482,-10.50802994,4.363777637,182.6752167,6.074768066,216.3280334,0.027314261,188,8068,4373,1126,14,0,14,0,100,9,0,0,0,12,0,12,10,0,0,0,330,20,45,0,20,37,0,0,15,30,17,0,0,0,0,0,0,0,0,0,0,0,0,34,20.83262062,0,0,0,0,0,0,0,20,0,0,40,0,40,7,20,2,1561,166,131,105,122,3,1,35,17,27,4,24,2,17,5,113,30,27,23,22,26,29,0
Ori-103,Ori-103,-25.548889,-56.11,3.698452961,1.581743203,1.76,295.7777529,0.787649393,1.570232034,5.428565502,61520.27734,53761.46094,8.342123985,-1.24E-05,9.02E-05,-12.72907257,3.267388821,180.141922,115.6358185,113.3439941,0.505004406,303,5929,3703,640,9,25,9,0,75,10,0,0,0,10,0,9,10,0,0,0,271,50,0,0,0,82,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,34,21.03682899,0,0,0,0,0,0,0,60,40,0,0,0,0,7,15,-1,1567,153,137,112,117,4,1,41,13,28,6,23,5,18,4,115,33,29,24,21,27,32,0
Ori-128,Ori-128,-25.507222,-55.970833,3.816462058,1.580522516,1.81,293.6389591,2.230540276,1.57033658,1.834361434,7488.664063,-87740.71875,-0.62886411,-1.26E-05,9.73E-05,-13.07582951,3.175990343,211.8193359,81.8196106,111.0027466,0.42432636,301,5485,4160,611,14,25,14,0,75,14,0,0,0,14,0,9,9,0,0,0,239,50,0,0,0,14,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,34,20.9836216,0,0,0,0,0,0,0,20,0,0,0,0,80,7,10,-6,1562,155,136,116,117,6,1,39,13,27,5,22,5,16,4,108,32,28,24,21,26,31,0
Ori-161,Ori-161,-25.500278,-55.868056,1.657638441,1.602853388,0.8,259.9999916,2.235920668,1.570329547,2.865858555,-65744.64844,-18050.27148,-15.15052128,8.41E-06,0.000117648,-12.46477222,3.577965736,234.4798737,25.52012634,143.6472168,0.150857285,257,6258,3648,590,9,0,9,0,100,14,0,0,0,8,0,14,9,0,0,0,379,50,0,0,0,14,0,0,15,30,16,0,0,0,35,0,0,0,0,0,0,0,0,34,20.92529869,0,0,0,0,0,0,20,40,0,0,0,0,40,7,16,2,1562,159,138,116,118,7,1,39,13,27,5,23,5,16,5,112,32,28,24,21,27,32,0
Ori-164,Ori-164,-26.169167,-56.393056,2.559959016,1.593519784,1.22,153.7221972,1.617357016,1.569829822,3.860877991,55399.91797,94752.86719,15.31509495,1.31E-06,8.17E-05,-12.28991795,3.203356266,101.0558701,52.66632843,160.2981567,0.247300997,157,7741,4466,417,14,0,14,100,0,9,0,0,0,9,0,9,9,0,0,0,208,50,0,0,0,59,0,0,15,20,17,0,0,0,35,0,0,0,0,0,0,0,0,34,20.82359123,0,0,0,0,0,0,0,60,0,0,0,0,40,7,21,-34,1569,143,125,94,114,2,1,37,11,26,5,23,6,17,4,132,32,28,23,20,25,30,0
Ori-173,Ori-173,-26.186944,-56.372778,5.903661361,1.558932527,2.76,134.6111253,1.650145531,1.568672538,0.898267567,56784.77734,6581.729004,14.93893814,4.43E-06,9.59E-05,-11.41089916,3.262670994,101.7864914,32.82463837,186.8283691,0.149438605,135,7934,4457,424,13,0,13,100,0,13,0,0,0,13,0,13,13,0,0,0,206,50,0,0,0,59,0,0,15,20,17,0,0,0,35,0,0,0,0,0,0,0,0,34,20.74488258,0,0,0,0,0,0,0,0,0,0,0,100,0,7,21,-82,1567,142,127,95,114,2,2,37,13,27,5,24,2,17,5,133,33,29,23,20,25,30,0
Ori-182,Ori-182,-26.356667,-56.301111,7.171943913,1.545813412,3.33,115.4166112,1.538511395,1.570274353,3.972525835,24483.31445,11682.35938,6.842745304,-4.76E-07,0.000101518,-12.68869781,3.345637798,93.39788818,22.01872253,195.2223206,0.101356179,118,8787,4658,562,14,0,14,100,0,14,0,0,0,14,0,14,14,0,0,0,245,15,0,0,0,82,0,0,40,20,16,0,0,0,15,0,30,0,0,0,0,0,0,34,20.7601757,0,0,0,0,0,0,0,0,0,0,0,0,100,7,23,2,1566,129,125,95,111,5,1,37,13,26,5,24,3,17,4,134,32,28,23,20,24,29,0
Ori-188,Ori-188,-26.263611,-56.311111,6.138157512,1.556506899,2.87,106.3055458,1.116307855,1.567117929,4.595637321,-22894.61523,-27025.06445,-62.0224762,3.80E-06,6.94E-05,-11.62071228,2.803088903,100.0998001,6.205749512,219.1462097,0.027538031,112,8009,4169,567,14,0,14,75,25,9,0,0,0,14,0,14,14,0,0,0,342,15,0,0,0,59,0,0,40,20,17,0,0,4,15,0,30,0,0,0,0,0,0,34,20.73390007,0,0,0,0,0,0,0,20,0,0,0,0,80,7,21,2,1567,136,126,95,113,1,1,35,10,25,5,23,2,16,5,137,31,27,22,19,24,29,0
Ori-190,Ori-190,-26.286389,-56.346667,5.600654697,1.562066828,2.62,108.0000078,2.272126913,1.569681883,2.776954889,-8679.910156,10032.54688,-8.969833374,-1.32E-07,7.63E-05,-12.56198025,2.948514462,96.52581787,11.47418976,207.6637268,0.052360587,112,7917,4322,575,14,0,14,100,0,14,0,0,0,14,0,9,9,0,0,0,250,15,0,0,0,59,0,0,40,20,1,0,0,0,15,0,30,0,0,0,0,0,0,34,20.68145561,0,0,0,0,0,0,0,20,0,0,0,0,80,7,22,2,1568,135,123,92,112,2,1,38,12,26,6,24,3,17,5,136,32,29,23,20,24,30,0
Ori-207,Ori-207,-26.273611,-56.233889,8.74947072,1.529495475,4.01,152.6667023,1.813731313,1.569867492,1.132766724,39821.625,505.6687317,14.23483944,-2.22E-08,7.14E-05,-12.8108654,2.909440041,104.8715439,47.79515839,184.8466797,0.205445245,158,11899,4631,551,14,0,14,100,0,14,0,0,0,14,0,14,14,0,0,0,309,15,0,0,0,59,0,0,40,20,16,0,0,4,15,0,30,0,0,0,0,0,0,34,20.7694149,0,0,0,0,0,0,0,0,0,0,0,0,100,7,52,2,1569,137,132,100,115,3,1,39,11,26,6,24,5,17,4,131,32,28,23,20,25,30,0
Ori-217,Ori-217,-25.69,-56.290556,3.010241036,1.588862067,1.43,197.5833405,0.981400311,1.569885373,6.16447258,-23213.71094,-31903.37891,-1.698031306,2.97E-06,7.66E-05,-12.63102627,3.027740002,140.469696,57.11364746,235.4486694,0.195218742,208,7223,4209,555,9,0,9,0,100,10,0,0,0,12,0,12,9,0,0,0,240,50,0,0,0,6,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,33,21.03817749,0,0,0,0,0,0,0,40,20,0,40,0,0,7,19,NA,1566,150,140,105,120,3,1,40,12,27,6,24,5,17,4,124,33,28,23,20,26,31,0
Ori-225,Ori-225,-25.610556,-56.261667,4.348437162,1.575019766,2.05,167.2222376,2.341264248,1.570004702,2.528706312,-11582.71973,9877.202148,-4.011743546,6.66E-06,8.29E-05,-12.47490025,3.212734699,146.9233704,20.2988739,246.0830688,0.076202139,172,7520,4406,549,9,0,14,0,100,14,0,0,0,9,0,9,9,0,0,0,197,50,0,0,0,59,0,0,15,30,13,0,0,0,35,0,0,0,0,0,0,0,0,34,20.74524879,0,0,0,0,0,0,0,60,0,0,0,0,40,7,21,-24,1567,152,137,104,119,4,1,40,12,27,6,24,4,17,5,127,33,29,24,20,26,30,0
Ori-238,Ori-238,-25.623889,-56.108889,2.527498678,1.593855554,1.21,232.4998923,1.285462976,1.570520163,4.336326599,84631.78906,90457.32813,4.103199482,8.74E-07,0.000168514,-12.63031578,3.844556808,176.6979218,55.80197144,193.6873779,0.223664746,239,7796,4369,670,8,50,14,0,0,14,0,50,0,9,0,9,9,0,0,0,265,50,0,0,0,59,0,0,15,50,17,0,0,0,35,0,0,0,0,0,0,0,0,34,20.79057693,0,0,0,0,0,0,20,40,0,0,0,0,40,7,19,2,1560,153,138,110,118,9,1,41,13,27,6,23,5,17,4,116,33,28,24,20,27,31,0
Ori-244,Ori-244,-26.711667,-55.241389,6.964224853,1.547962058,3.23,164.4166669,1.336631656,1.569531918,0.451398104,-20054.54883,-77416.59375,-2.258036613,4.87E-06,0.001146022,-8.498768806,6.479825974,160.8515167,3.565155029,162.9025574,0.021416496,161,11179,4069,910,8,0,8,25,0,14,50,25,0,14,0,14,14,0,0,0,485,0,0,0,0,37,0,15,0,50,17,15,0,0,0,70,0,0,0,0,0,0,0,34,20.77525139,0,0,0,0,0,0,40,0,0,0,0,0,60,7,42,2,1555,143,129,123,125,1,1,39,14,27,6,23,2,15,5,111,32,29,24,19,25,33,0
Ori-260,Ori-260,-26.787222,-55.202778,12.93762822,1.486173174,5.77,166.9999804,0.793028951,1.569879293,5.623480797,-121847.9141,-71778.64844,-31.54052925,4.33E-06,7.46E-05,-12.59160995,3.04764533,154.6087799,12.39120483,148.42099,0.07705389,172,9090,4351,875,4,0,4,50,0,8,50,0,0,14,0,9,14,0,0,0,237,0,0,0,0,37,0,15,0,20,1,15,0,0,0,70,0,0,0,0,0,0,0,34,20.79130554,0,0,40,0,0,0,20,20,0,0,0,0,20,7,21,2,1558,138,127,124,122,3,1,43,13,27,6,23,2,15,5,113,32,28,23,19,24,32,0
